卷號,上,右,左,下,
100005215831_#2.jpg _P4,1466.00034106408,2147.01141124122,2147.00372612625,1463.00034176346,
100005225826_#2.jpg _P4,1465,2146.00372786256,2146.00209692349,1464,
100005235821_#2.jpg _P4,1467,2146.00838768165,2146.00093196625,1463,
100005245816_#2.jpg _P4,1466,2146.0058247824,2147.00209594681,1464.00034153001,
100005255811_#2.jpg _P4,1466.00034106408,2146.00372786256,2146.00093196625,1464.00034153001,
100005265806_#2.jpg _P4,1467,2146.01141655864,2146.00209692349,1463,
100005275801_#2.jpg _P4,1466.00136425585,2146.01491141138,2147.00838377497,1464.00034153001,
100005285893_#2.jpg _P4,1466.00034106408,2146.00372786256,2146.00093196625,1464.00034153001,
100005295888_#2.jpg _P4,1467,2145.00839159198,2145.00209790107,1464,
100005305829_#2.jpg _P4,1465.00034129689,2146.00838768165,2146.00372786256,1463.00034176346,
100005315824_#2.jpg _P4,1466,2146.00838768165,2146.00372786256,1464,
100005325819_#2.jpg _P4,1465,2146.0058247824,2145.00209790107,1463.00034176346,
100005335814_#2.jpg _P4,1466,2147.01141124122,2146.00372786256,1463.00034176346,
100005345809_#2.jpg _P4,1466,2146.01491141138,2146.00093196625,1460,
100005355804_#2.jpg _P4,1465,2147.00838377497,2146.00209692349,1462.00034199722,
100005365896_#2.jpg _P4,1466,2146.00838768165,2146.00093196625,1462,
100006015834_#2.jpg _P4,1466.00545701576,2144.02332076869,2146.01141655864,1463.00136705336,
100006025829_#2.jpg _P4,1464.00546447068,2144.01888984216,2145.01888103578,1464.00307376727,
100006035824_#2.jpg _P4,1465.00136518708,2144.01492532118,2145.00582749791,1462.00034199722,
100006045819_#2.jpg _P4,1466.00306957387,2145.02330989665,2145.01142188101,1463.00307586826,
100006055814_#2.jpg _P4,1465.00546074068,2144.02332076869,2145.01142188101,1462.00307797214,
100006065809_#2.jpg _P4,1466.00306957387,2144.02332076869,2145.00839159198,1462.00136798842,
100006075804_#2.jpg _P4,1466.00545701576,2144.02821809789,2145.01142188101,1462.00307797214,
100006085896_#2.jpg _P4,1465.00546074068,2145.03356617094,2145.01491836304,1461.00547569131,
100006095891_#2.jpg _P4,1466.00306957387,2144.02332076869,2145.00839159198,1462.00136798842,
100006105832_#2.jpg _P4,1466.00136425585,2145.01491836304,2145.00372960049,1462.00136798842,
100006115827_#2.jpg _P4,1467.00034083159,2145.01491836304,2146.00093196625,1461,
100006125822_#2.jpg _P4,1466.00034106408,2146.01887223761,2145.00209790107,1460.00136986237,
100006135817_#2.jpg _P4,1465.00034129689,2145.01142188101,2145.00209790107,1461.00034223131,
100006145812_#2.jpg _P4,1465.00034129689,2146.01491141138,2146.00209692349,1460.00034246571,
100006155807_#2.jpg _P4,1465,2145.01142188101,2144.00209887957,1461.00034223131,
100006165802_#2.jpg _P4,1467.00306748146,2145.02330989665,2146.0058247824,1462.00136798842,
100006175894_#2.jpg _P4,1466,2146.00838768165,2146.00093196625,1462,
100006185889_#2.jpg _P4,1467.00034083159,2145.01491836304,2146.00093196625,1461,
100006195884_#2.jpg _P4,1466.00034106408,2146.00838768165,2145.00023310022,1461,
100006205825_#2.jpg _P4,1466.00034106408,2146.00838768165,2146.00209692349,1463.00034176346,
100006215820_#2.jpg _P4,1467.00034083159,2145.01491836304,2146.00372786256,1463,
100006225815_#2.jpg _P4,1465.00034129689,2145.00582749791,2145.00209790107,1463.00034176346,
100006235810_#2.jpg _P4,1467.00136332588,2144.02821809789,2144.00583021595,1461.00136892475,
100006245805_#2.jpg _P4,1465,2146.00838768165,2145.00209790107,1462.00034199722,
100006255897_#2.jpg _P4,1465,2145.00372960049,2146.0002329916,1462.00034199722,
100006265892_#2.jpg _P4,1466,2145.00839159198,2146.00093196625,1462.00034199722,
100006275887_#2.jpg _P4,1466.00034106408,2145.01491836304,2145.00372960049,1462.00034199722,
100006285882_#2.jpg _P4,1466.00034106408,2146.01491141138,2145.00582749791,1463.00136705336,
100006295877_#2.jpg _P4,1466.00034106408,2145.00209790107,2145,1463.00034176346,
100006305818_#2.jpg _P4,1466,2145.00372960049,2146.0002329916,1463.00034176346,
100006315813_#2.jpg _P4,1466.00034106408,2145.00372960049,2145.00023310022,1463.00034176346,
100006325808_#2.jpg _P4,1465,2146.0058247824,2146.00209692349,1463,
100006335803_#2.jpg _P4,1465,2146.00838768165,2146.00209692349,1462,
100006345895_#2.jpg _P4,1466.00034106408,2146.00838768165,2147.00093153217,1462,
100006355890_#2.jpg _P4,1465.00034129689,2146.01141655864,2146.00372786256,1462.00034199722,
100006365885_#2.jpg _P4,1467,2146.01141655864,2146.00093196625,1462,
100007015823_#2.jpg _P4,1466.00136425585,2144.01142720835,2145.00209790107,1462.00034199722,
100007025818_#2.jpg _P4,1467.00034083159,2145.01888103578,2145.00209790107,1461.00034223131,
100007035813_#2.jpg _P4,1467.00136332588,2145.01888103578,2146.00372786256,1462.00034199722,
100007045808_#2.jpg _P4,1467.00034083159,2145.01491836304,2146.00372786256,1463,
100007055803_#2.jpg _P4,1466.00034106408,2145.01142188101,2146.00209692349,1462,
100007065895_#2.jpg _P4,1465.00034129689,2145.00839159198,2145.00372960049,1463.00034176346,
100007075890_#2.jpg _P4,1466.00136425585,2145.01491836304,2145.00372960049,1462.00136798842,
100007085885_#2.jpg _P4,1466,2145.00839159198,2145.00209790107,1463,
100007095880_#2.jpg _P4,1467.00136332588,2145.01491836304,2145.00372960049,1463.00136705336,
