卷號,上,右,左,下,卷號,上寬,右高,左高,下寬,上寬-下寬,左高-右高,,列標籤,計數 - 上寬-下寬
100037315848_#1.jpg _P1,1463.001367,2149.000233,2147.000932,1464.005464,100037315848_#1.jpg _P1,1463,2149,2147,1464,-1,2,,,
100037325843_#1.jpg _P1,1462.000342,2148.000233,2147.000233,1462.001368,100037325843_#1.jpg _P1,1462,2148,2147,1462,0,1,,,
100037335838_#1.jpg _P1,1463.000342,2149.000233,2147,1462.003078,100037335838_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100037345833_#1.jpg _P1,1462.000342,2149.000233,2147.000233,1462.003078,100037345833_#1.jpg _P1,1462,2149,2147,1462,0,2,,,
100037355828_#1.jpg _P1,1462,2149,2146,1462.003078,100037355828_#1.jpg _P1,1462,2149,2146,1462,0,3,,,
100037365823_#1.jpg _P1,1464,2148.000233,2146.000233,1464.001366,100037365823_#1.jpg _P1,1464,2148,2146,1464,0,2,,,
100038015858_#1.jpg _P1,1463,2149,2147,1463.001367,100038015858_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100038025853_#1.jpg _P1,1463.000342,2149,2148.000233,1462.001368,100038025853_#1.jpg _P1,1463,2149,2148,1462,1,1,,,
100038035848_#1.jpg _P1,1462.000342,2150,2147,1462.001368,100038035848_#1.jpg _P1,1462,2150,2147,1462,0,3,,,
100038045843_#1.jpg _P1,1463.000342,2150.000233,2148.000233,1463.003076,100038045843_#1.jpg _P1,1463,2150,2148,1463,0,2,,,
100038055838_#1.jpg _P1,1463,2149,2147,1463.001367,100038055838_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100038065833_#1.jpg _P1,1464,2148.000233,2147.000233,1464.000342,100038065833_#1.jpg _P1,1464,2148,2147,1464,0,1,,,
100038075828_#1.jpg _P1,1463.000342,2150.000233,2146,1462.003078,100038075828_#1.jpg _P1,1463,2150,2146,1462,1,4,,,
100038085823_#1.jpg _P1,1464.000342,2149.000233,2148,1463.001367,100038085823_#1.jpg _P1,1464,2149,2148,1463,1,1,,,
100038095818_#1.jpg _P1,1464,2149,2148.000931,1462.000342,100038095818_#1.jpg _P1,1464,2149,2148,1462,2,1,,,
100038105856_#1.jpg _P1,1463,2150.00093,2147,1461.00308,100038105856_#1.jpg _P1,1463,2150,2147,1461,2,3,,,
100038115851_#1.jpg _P1,1463,2148.000233,2147,1462.000342,100038115851_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100038125846_#1.jpg _P1,1463,2150.000233,2147,1462.003078,100038125846_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100038135841_#1.jpg _P1,1463,2149.000233,2147,1462.001368,100038135841_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100038145836_#1.jpg _P1,1464,2149.000931,2147,1462.001368,100038145836_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100038155831_#1.jpg _P1,1463,2149.000233,2147.000233,1463.001367,100038155831_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100038165826_#1.jpg _P1,1463,2149,2148.000233,1462.000342,100038165826_#1.jpg _P1,1463,2149,2148,1462,1,1,,,
100038175821_#1.jpg _P1,1463,2149.000233,2147,1462.001368,100038175821_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100038185816_#1.jpg _P1,1464,2149,2147.000233,1463.001367,100038185816_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100038195811_#1.jpg _P1,1463.000342,2150,2147.000233,1462.001368,100038195811_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100038205849_#1.jpg _P1,1463.000342,2149.002094,2147.000233,1461.00308,100038205849_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100038215844_#1.jpg _P1,1463.000342,2149,2147.000932,1461.000342,100038215844_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100038225839_#1.jpg _P1,1462,2149,2148.000233,1461.000342,100038225839_#1.jpg _P1,1462,2149,2148,1461,1,1,,,
100038235834_#1.jpg _P1,1464,2149.000233,2147.000233,1462.001368,100038235834_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100038245829_#1.jpg _P1,1463,2148,2147.000233,1462.000342,100038245829_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100038255824_#1.jpg _P1,1463,2149.000233,2147,1462.001368,100038255824_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100038265819_#1.jpg _P1,1464.000342,2149,2147.000932,1462.000342,100038265819_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100038275814_#1.jpg _P1,1463.000342,2149.000931,2147.000233,1462.003078,100038275814_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100038285809_#1.jpg _P1,1464,2149,2147.000233,1463.001367,100038285809_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100038295804_#1.jpg _P1,1465.000341,2149.000233,2147.000932,1464.000342,100038295804_#1.jpg _P1,1465,2149,2147,1464,1,2,,,
100038305842_#1.jpg _P1,1464.000342,2149.000931,2147,1462.003078,100038305842_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100038315837_#1.jpg _P1,1463.000342,2149.000233,2147.000233,1463.003076,100038315837_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100038325832_#1.jpg _P1,1463,2149.000233,2148.000931,1462.000342,100038325832_#1.jpg _P1,1463,2149,2148,1462,1,1,,,
100038335827_#1.jpg _P1,1463.000342,2149.000233,2147.000233,1463.003076,100038335827_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100038345822_#1.jpg _P1,1463,2149.000233,2147,1462.001368,100038345822_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100038355817_#1.jpg _P1,1464.000342,2150.000233,2147.000932,1461.001369,100038355817_#1.jpg _P1,1464,2150,2147,1461,3,3,,,
100038365812_#1.jpg _P1,1464.001366,2150,2147.000932,1462.000342,100038365812_#1.jpg _P1,1464,2150,2147,1462,2,3,,,
100039015847_#1.jpg _P1,1463,2150.000233,2148,1462.001368,100039015847_#1.jpg _P1,1463,2150,2148,1462,1,2,,,
100039025842_#1.jpg _P1,1462.000342,2150,2146,1462.003078,100039025842_#1.jpg _P1,1462,2150,2146,1462,0,4,,,
100039035837_#1.jpg _P1,1463,2150,2147,1463.003076,100039035837_#1.jpg _P1,1463,2150,2147,1463,0,3,,,
100039045832_#1.jpg _P1,1464.000342,2149.000931,2146.000233,1463.005468,100039045832_#1.jpg _P1,1464,2149,2146,1463,1,3,,,
100039055827_#1.jpg _P1,1464.000342,2149.000931,2146,1462.005472,100039055827_#1.jpg _P1,1464,2149,2146,1462,2,3,,,
100039065822_#1.jpg _P1,1463.000342,2149,2147,1463.003076,100039065822_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100039075817_#1.jpg _P1,1464,2149,2148.000931,1462.000342,100039075817_#1.jpg _P1,1464,2149,2148,1462,2,1,,,
100039085812_#1.jpg _P1,1463,2150.000233,2147.000233,1463.003076,100039085812_#1.jpg _P1,1463,2150,2147,1463,0,3,,,
100039095807_#1.jpg _P1,1463.000342,2150.00093,2147.000233,1464.001366,100039095807_#1.jpg _P1,1463,2150,2147,1464,-1,3,,,
100039105845_#1.jpg _P1,1464.000342,2149,2147.000233,1463.003076,100039105845_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100039115840_#1.jpg _P1,1464,2149,2147.000233,1463.001367,100039115840_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100039125835_#1.jpg _P1,1463,2149,2147.000233,1462.001368,100039125835_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100039135830_#1.jpg _P1,1463,2149,2147,1463.001367,100039135830_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100039145825_#1.jpg _P1,1463,2149,2147,1463.001367,100039145825_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100039155820_#1.jpg _P1,1463,2150,2148,1463.001367,100039155820_#1.jpg _P1,1463,2150,2148,1463,0,2,,,
100039165815_#1.jpg _P1,1464.000342,2149,2147.000932,1462.000342,100039165815_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100039175810_#1.jpg _P1,1463.001367,2149.000931,2147.000932,1463.005468,100039175810_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100039185805_#1.jpg _P1,1463.000342,2149.000233,2147,1462.003078,100039185805_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100039195897_#1.jpg _P1,1464.000342,2149.000233,2147,1463.003076,100039195897_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100039205838_#1.jpg _P1,1463.000342,2149,2147.000233,1462.000342,100039205838_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100039215833_#1.jpg _P1,1463,2149.000233,2147.000233,1461.001369,100039215833_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100039225828_#1.jpg _P1,1463.000342,2149,2147.002096,1460.000342,100039225828_#1.jpg _P1,1463,2149,2147,1460,3,2,,,
100039235823_#1.jpg _P1,1464,2149,2147.000932,1462.001368,100039235823_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100039245818_#1.jpg _P1,1463,2149.000233,2147.000233,1463.001367,100039245818_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100039255813_#1.jpg _P1,1463,2149,2147,1463.001367,100039255813_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100039265808_#1.jpg _P1,1464,2149,2147.000233,1463.001367,100039265808_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100039275803_#1.jpg _P1,1463,2149,2147.000233,1462.001368,100039275803_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100039285895_#1.jpg _P1,1463.000342,2149,2147,1463.003076,100039285895_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100039295890_#1.jpg _P1,1464,2149.000233,2148.000233,1464.000342,100039295890_#1.jpg _P1,1464,2149,2148,1464,0,1,,,
100039305831_#1.jpg _P1,1463.000342,2149.000931,2147.000233,1462.003078,100039305831_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100039315826_#1.jpg _P1,1463,2148,2147.000233,1462.000342,100039315826_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100039325821_#1.jpg _P1,1463,2149.000233,2147.000233,1463.001367,100039325821_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100039335816_#1.jpg _P1,1463,2148.000233,2147.000932,1462.000342,100039335816_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100039345811_#1.jpg _P1,1463,2149.000233,2147.000932,1462.001368,100039345811_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100039355806_#1.jpg _P1,1463.000342,2149,2147,1463.003076,100039355806_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100039365801_#1.jpg _P1,1463,2150,2147,1463.003076,100039365801_#1.jpg _P1,1463,2150,2147,1463,0,3,,,
100040015832_#1.jpg _P1,1464.000342,2151,2147.000233,1463.003076,100040015832_#1.jpg _P1,1464,2151,2147,1463,1,4,,,
100040025827_#1.jpg _P1,1464.000342,2149,2148.000233,1463.001367,100040025827_#1.jpg _P1,1464,2149,2148,1463,1,1,,,
100040035822_#1.jpg _P1,1463.000342,2149,2148,1463.001367,100040035822_#1.jpg _P1,1463,2149,2148,1463,0,1,,,
100040045817_#1.jpg _P1,1464.000342,2149.000931,2147,1462.003078,100040045817_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100040055812_#1.jpg _P1,1464.000342,2149.000233,2148.000233,1462.001368,100040055812_#1.jpg _P1,1464,2149,2148,1462,2,1,,,
100040065807_#1.jpg _P1,1463.000342,2149.000931,2147.003726,1461.000342,100040065807_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100040075802_#1.jpg _P1,1463.000342,2149.000233,2147,1462.003078,100040075802_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100040085894_#1.jpg _P1,1464.000342,2151,2147.000932,1462.003078,100040085894_#1.jpg _P1,1464,2151,2147,1462,2,4,,,
100040095889_#1.jpg _P1,1464,2150,2147.000233,1463.003076,100040095889_#1.jpg _P1,1464,2150,2147,1463,1,3,,,
100040105830_#1.jpg _P1,1463.000342,2149.000233,2147.000233,1463.003076,100040105830_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100040115825_#1.jpg _P1,1463,2149.000233,2148.000233,1463.000342,100040115825_#1.jpg _P1,1463,2149,2148,1463,0,1,,,
100040125820_#1.jpg _P1,1463,2149,2148.000233,1462.000342,100040125820_#1.jpg _P1,1463,2149,2148,1462,1,1,,,
100040135815_#1.jpg _P1,1463,2148.000931,2147.000932,1463.000342,100040135815_#1.jpg _P1,1463,2148,2147,1463,0,1,,,
100040145810_#1.jpg _P1,1464,2149,2148.000931,1462.000342,100040145810_#1.jpg _P1,1464,2149,2148,1462,2,1,,,
100040155805_#1.jpg _P1,1463,2148,2147.000233,1462.000342,100040155805_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100040165897_#1.jpg _P1,1463.000342,2149.000931,2147,1461.00308,100040165897_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100040175892_#1.jpg _P1,1462.000342,2148,2147,1462.001368,100040175892_#1.jpg _P1,1462,2148,2147,1462,0,1,,,
100040185887_#1.jpg _P1,1464.000342,2149.000931,2148.003724,1462,100040185887_#1.jpg _P1,1464,2149,2148,1462,2,1,,,
100040195882_#1.jpg _P1,1463,2149,2148.000931,1461.000342,100040195882_#1.jpg _P1,1463,2149,2148,1461,2,1,,,
100040205823_#1.jpg _P1,1463,2148.000233,2148.002095,1461,100040205823_#1.jpg _P1,1463,2148,2148,1461,2,0,,,
100040215818_#1.jpg _P1,1463.000342,2149,2148,1463.001367,100040215818_#1.jpg _P1,1463,2149,2148,1463,0,1,,,
100040225813_#1.jpg _P1,1463,2149,2147,1463.001367,100040225813_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100040235808_#1.jpg _P1,1463.000342,2150.000233,2148.000233,1463.003076,100040235808_#1.jpg _P1,1463,2150,2148,1463,0,2,,,
100040245803_#1.jpg _P1,1464,2149,2147,1464.001366,100040245803_#1.jpg _P1,1464,2149,2147,1464,0,2,,,
100040255895_#1.jpg _P1,1464.001366,2149.000931,2148.000233,1463.003076,100040255895_#1.jpg _P1,1464,2149,2148,1463,1,1,,,
100040265890_#1.jpg _P1,1464,2149.000233,2147.000233,1464.001366,100040265890_#1.jpg _P1,1464,2149,2147,1464,0,2,,,
100040275885_#1.jpg _P1,1464.000342,2150.00093,2147.000932,1464.001366,100040275885_#1.jpg _P1,1464,2150,2147,1464,0,3,,,
100040285880_#1.jpg _P1,1463.000342,2149,2146.000233,1464.005464,100040285880_#1.jpg _P1,1463,2149,2146,1464,-1,3,,,
100040295875_#1.jpg _P1,1463,2149.000233,2147,1464.001366,100040295875_#1.jpg _P1,1463,2149,2147,1464,-1,2,,,
100040305816_#1.jpg _P1,1463,2149,2147.000233,1462.001368,100040305816_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100040315811_#1.jpg _P1,1463.000342,2149.000931,2147.000233,1464.000342,100040315811_#1.jpg _P1,1463,2149,2147,1464,-1,2,,,
100040325806_#1.jpg _P1,1463.000342,2148,2147,1463.001367,100040325806_#1.jpg _P1,1463,2148,2147,1463,0,1,,,
100040335801_#1.jpg _P1,1458,2149.000233,2148.000931,1457.000343,100040335801_#1.jpg _P1,1458,2149,2148,1457,1,1,,,
100040345893_#1.jpg _P1,1457.000343,2149.000931,2147.000932,1457.000343,100040345893_#1.jpg _P1,1457,2149,2147,1457,0,2,,,
100040355888_#1.jpg _P1,1462,2148.000233,2146.000233,1462.001368,100040355888_#1.jpg _P1,1462,2148,2146,1462,0,2,,,
100040365883_#1.jpg _P1,1464.000342,2150.000233,2146.000233,1462.003078,100040365883_#1.jpg _P1,1464,2150,2146,1462,2,4,,,
100042015810_#1.jpg _P1,1463,2150,2147.000233,1462.003078,100042015810_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100042025805_#1.jpg _P1,1464,2150,2147,1464.003074,100042025805_#1.jpg _P1,1464,2150,2147,1464,0,3,,,
100042035897_#1.jpg _P1,1464,2150.00093,2147,1462.003078,100042035897_#1.jpg _P1,1464,2150,2147,1462,2,3,,,
100042045892_#1.jpg _P1,1464,2150.000233,2148.000233,1462.001368,100042045892_#1.jpg _P1,1464,2150,2148,1462,2,2,,,
100042055887_#1.jpg _P1,1464.000342,2150.00093,2148,1462.003078,100042055887_#1.jpg _P1,1464,2150,2148,1462,2,2,,,
100042065882_#1.jpg _P1,1463.000342,2150,2147.000932,1461.001369,100042065882_#1.jpg _P1,1463,2150,2147,1461,2,3,,,
100042075877_#1.jpg _P1,1463,2150.00093,2147,1461.00308,100042075877_#1.jpg _P1,1463,2150,2147,1461,2,3,,,
100042085872_#1.jpg _P1,1463.000342,2149.000931,2146.000233,1462.005472,100042085872_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100042095867_#1.jpg _P1,1465,2149.000233,2148.000233,1463.000342,100042095867_#1.jpg _P1,1465,2149,2148,1463,2,1,,,
100042105808_#1.jpg _P1,1463,2149.000233,2146,1462.003078,100042105808_#1.jpg _P1,1463,2149,2146,1462,1,3,,,
100042115803_#1.jpg _P1,1464.000342,2149.000233,2147,1463.003076,100042115803_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100042125895_#1.jpg _P1,1463.003076,2148.003724,2147.002096,1462.005472,100042125895_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100042135890_#1.jpg _P1,1463.000342,2148.000233,2146.000932,1462.000342,100042135890_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100042145885_#1.jpg _P1,1463.000342,2150.000233,2146,1462.003078,100042145885_#1.jpg _P1,1463,2150,2146,1462,1,4,,,
100042155880_#1.jpg _P1,1463,2149,2147,1463.001367,100042155880_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100042165875_#1.jpg _P1,1463.003076,2150.002093,2146.002097,1463.000342,100042165875_#1.jpg _P1,1463,2150,2146,1463,0,4,,,
100042175870_#1.jpg _P1,1463.003076,2149.002094,2146.005825,1461,100042175870_#1.jpg _P1,1463,2149,2146,1461,2,3,,,
100042185865_#1.jpg _P1,1463.000342,2150.002093,2148.000233,1461.00308,100042185865_#1.jpg _P1,1463,2150,2148,1461,2,2,,,
100042195860_#1.jpg _P1,1463,2150.000233,2148.000233,1461.001369,100042195860_#1.jpg _P1,1463,2150,2148,1461,2,2,,,
100042205801_#1.jpg _P1,1463,2151.00093,2148,1461.00308,100042205801_#1.jpg _P1,1463,2151,2148,1461,2,3,,,
100042215893_#1.jpg _P1,1463,2150.000233,2148.000233,1461.001369,100042215893_#1.jpg _P1,1463,2150,2148,1461,2,2,,,
100042225888_#1.jpg _P1,1464.000342,2150,2147.000932,1462.001368,100042225888_#1.jpg _P1,1464,2150,2147,1462,2,3,,,
100042235883_#1.jpg _P1,1463.003076,2150.002093,2147.003726,1462,100042235883_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100042245878_#1.jpg _P1,1464.001366,2150.000233,2147.000932,1463.000342,100042245878_#1.jpg _P1,1464,2150,2147,1463,1,3,,,
100042255873_#1.jpg _P1,1464.001366,2149.000931,2148.000233,1463.003076,100042255873_#1.jpg _P1,1464,2149,2148,1463,1,1,,,
100042265868_#1.jpg _P1,1463,2150.000233,2146,1462.005472,100042265868_#1.jpg _P1,1463,2150,2146,1462,1,4,,,
100042275863_#1.jpg _P1,1464,2149.000233,2147.000233,1464.001366,100042275863_#1.jpg _P1,1464,2149,2147,1464,0,2,,,
100042285858_#1.jpg _P1,1464,2149,2146.000233,1463.003076,100042285858_#1.jpg _P1,1464,2149,2146,1463,1,3,,,
100042295853_#1.jpg _P1,1464.000342,2150,2146.000233,1463.003076,100042295853_#1.jpg _P1,1464,2150,2146,1463,1,4,,,
100042305891_#1.jpg _P1,1463,2148,2147.000233,1462.000342,100042305891_#1.jpg _P1,1463,2148,2147,1462,1,1,,,
100042315886_#1.jpg _P1,1464.000342,2149.000233,2147.000233,1464.003074,100042315886_#1.jpg _P1,1464,2149,2147,1464,0,2,,,
100042325881_#1.jpg _P1,1463,2150.000233,2147.000233,1463.003076,100042325881_#1.jpg _P1,1463,2150,2147,1463,0,3,,,
100042335876_#1.jpg _P1,1463.001367,2148.000931,2147.000932,1463.003076,100042335876_#1.jpg _P1,1463,2148,2147,1463,0,1,,,
100042345871_#1.jpg _P1,1463.000342,2149.000233,2146.000233,1463.001367,100042345871_#1.jpg _P1,1463,2149,2146,1463,0,3,,,
100042355866_#1.jpg _P1,1464.000342,2149.000931,2146,1462.005472,100042355866_#1.jpg _P1,1464,2149,2146,1462,2,3,,,
100042365861_#1.jpg _P1,1464,2148,2146.000932,1462.001368,100042365861_#1.jpg _P1,1464,2148,2146,1462,2,2,,,
100043015896_#1.jpg _P1,1464.000342,2150,2147.000233,1463.001367,100043015896_#1.jpg _P1,1464,2150,2147,1463,1,3,,,
100043025891_#1.jpg _P1,1463.000342,2150,2146.000233,1462.003078,100043025891_#1.jpg _P1,1463,2150,2146,1462,1,4,,,
100043035886_#1.jpg _P1,1463.000342,2151,2147.000233,1462.003078,100043035886_#1.jpg _P1,1463,2151,2147,1462,1,4,,,
100043045881_#1.jpg _P1,1463,2149.000233,2147,1462.001368,100043045881_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100043055876_#1.jpg _P1,1463,2150,2147.000233,1462.003078,100043055876_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100043065871_#1.jpg _P1,1464,2149.000233,2147.000233,1462.001368,100043065871_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100043075866_#1.jpg _P1,1464,2150.00093,2147,1462.003078,100043075866_#1.jpg _P1,1464,2150,2147,1462,2,3,,,
100043085861_#1.jpg _P1,1464,2150.000233,2147.000233,1462.003078,100043085861_#1.jpg _P1,1464,2150,2147,1462,2,3,,,
100043095856_#1.jpg _P1,1463.000342,2150.000233,2147,1462.005472,100043095856_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100043105894_#1.jpg _P1,1464.000342,2150.000233,2147.000932,1463.001367,100043105894_#1.jpg _P1,1464,2150,2147,1463,1,3,,,
100043115889_#1.jpg _P1,1464,2150.00093,2147,1462.003078,100043115889_#1.jpg _P1,1464,2150,2147,1462,2,3,,,
100043125884_#1.jpg _P1,1464,2150.00093,2147,1462.003078,100043125884_#1.jpg _P1,1464,2150,2147,1462,2,3,,,
100043135879_#1.jpg _P1,1463.000342,2149.000931,2147,1461.00308,100043135879_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100043145874_#1.jpg _P1,1463,2149,2147.000233,1462.001368,100043145874_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100043155869_#1.jpg _P1,1463.001367,2150.673815,2148.000233,1461.118431,100043155869_#1.jpg _P1,1463,2151,2148,1461,2,3,,,
100043165864_#1.jpg _P1,1464.000342,2148,2147.000932,1462.001368,100043165864_#1.jpg _P1,1464,2148,2147,1462,2,1,,,
100043175859_#1.jpg _P1,1463.000342,2149.000233,2148.000233,1463.001367,100043175859_#1.jpg _P1,1463,2149,2148,1463,0,1,,,
100043185854_#1.jpg _P1,1464.000342,2150.002093,2148.000233,1462.003078,100043185854_#1.jpg _P1,1464,2150,2148,1462,2,2,,,
100043195849_#1.jpg _P1,1464.000342,2149.000233,2147,1463.003076,100043195849_#1.jpg _P1,1464,2149,2147,1463,1,2,,,
100043205887_#1.jpg _P1,1463.000342,2149.000233,2147.000233,1463.003076,100043205887_#1.jpg _P1,1463,2149,2147,1463,0,2,,,
100043215882_#1.jpg _P1,1463,2150.000233,2147,1462.003078,100043215882_#1.jpg _P1,1463,2150,2147,1462,1,3,,,
100043225877_#1.jpg _P1,1463,2149.000233,2147.000233,1461.001369,100043225877_#1.jpg _P1,1463,2149,2147,1461,2,2,,,
100043235872_#1.jpg _P1,1464.000342,2149.000931,2147,1462.003078,100043235872_#1.jpg _P1,1464,2149,2147,1462,2,2,,,
100043245867_#1.jpg _P1,1462.001368,2149.000931,2148.000233,1461.00308,100043245867_#1.jpg _P1,1462,2149,2148,1461,1,1,,,
100043255862_#1.jpg _P1,1463,2149.000233,2147.000932,1462.001368,100043255862_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100043265857_#1.jpg _P1,1463,2149.000233,2147,1462.001368,100043265857_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100043275852_#1.jpg _P1,1463,2148,2146.000233,1462.001368,100043275852_#1.jpg _P1,1463,2148,2146,1462,1,2,,,
100043285847_#1.jpg _P1,1463.000342,2149.000233,2147,1462.003078,100043285847_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100043295842_#1.jpg _P1,1462,2150,2147,1462.003078,100043295842_#1.jpg _P1,1462,2150,2147,1462,0,3,,,
100043305880_#1.jpg _P1,1464.000342,2149,2146.000233,1463.001367,100043305880_#1.jpg _P1,1464,2149,2146,1463,1,3,,,
100043315875_#1.jpg _P1,1462,2149,2146.000233,1461.00308,100043315875_#1.jpg _P1,1462,2149,2146,1461,1,3,,,
100043325870_#1.jpg _P1,1463.000342,2149.000233,2147,1462.003078,100043325870_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100043335865_#1.jpg _P1,1462.000342,2149.000233,2147.000932,1461.000342,100043335865_#1.jpg _P1,1462,2149,2147,1461,1,2,,,
100043345860_#1.jpg _P1,1463.000342,2150.000233,2148.000931,1462.000342,100043345860_#1.jpg _P1,1463,2150,2148,1462,1,2,,,
100043355855_#1.jpg _P1,1462,2148.000233,2147.000233,1462.000342,100043355855_#1.jpg _P1,1462,2148,2147,1462,0,1,,,
100043365850_#1.jpg _P1,1463.000342,2149.000233,2147,1464.003074,100043365850_#1.jpg _P1,1463,2149,2147,1464,-1,2,,,
100044015885_#1.jpg _P1,1464,2150.000233,2148,1463.001367,100044015885_#1.jpg _P1,1464,2150,2148,1463,1,2,,,
100044025880_#1.jpg _P1,1463.000342,2150.00093,2148.000931,1463.000342,100044025880_#1.jpg _P1,1463,2150,2148,1463,0,2,,,
100044035875_#1.jpg _P1,1462,2150,2148,1462.001368,100044035875_#1.jpg _P1,1462,2150,2148,1462,0,2,,,
100044045870_#1.jpg _P1,1464,2150.00093,2147,1462.003078,100044045870_#1.jpg _P1,1464,2150,2147,1462,2,3,,,
100044055865_#1.jpg _P1,1464.000342,2150,2144,1464.008538,100044055865_#1.jpg _P1,1464,2150,2144,1464,0,6,,,
100044065860_#1.jpg _P1,1462.000342,2150,2147,1462.001368,100044065860_#1.jpg _P1,1462,2150,2147,1462,0,3,,,
100044075855_#1.jpg _P1,1463,2150,2148.000233,1462.001368,100044075855_#1.jpg _P1,1463,2150,2148,1462,1,2,,,
100044085850_#1.jpg _P1,1464.000342,2150.000233,2147.000932,1463.001367,100044085850_#1.jpg _P1,1464,2150,2147,1463,1,3,,,
100044095845_#1.jpg _P1,1463,2149,2148,1463.000342,100044095845_#1.jpg _P1,1463,2149,2148,1463,0,1,,,
100044105883_#1.jpg _P1,1462.000342,2149.000233,2148.000931,1461,100044105883_#1.jpg _P1,1462,2149,2148,1461,1,1,,,
100044115878_#1.jpg _P1,1464.000342,2149.000233,2146.000233,1464.001366,100044115878_#1.jpg _P1,1464,2149,2146,1464,0,3,,,
100044125873_#1.jpg _P1,1463.000342,2149.000233,2148.000233,1463.001367,100044125873_#1.jpg _P1,1463,2149,2148,1463,0,1,,,
100044135868_#1.jpg _P1,1464,2150.00093,2147,1462.003078,100044135868_#1.jpg _P1,1464,2150,2147,1462,2,3,,,
100044145863_#1.jpg _P1,1463,2149,2147.000233,1462.001368,100044145863_#1.jpg _P1,1463,2149,2147,1462,1,2,,,
100044155858_#1.jpg _P1,1464.000342,2150,2147.000932,1462.001368,100044155858_#1.jpg _P1,1464,2150,2147,1462,2,3,,,
