卷號,上,右,左,下,卷號,上寬,右高,左高,下寬,上寬-下寬,右高-左高,,卷號,(全部)
100006124822_#1.jpg _P1,1452.001377,2148.003724,2149.008376,1450.003103,100006124822_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100006134817_#1.jpg _P1,1452.001377,2148.000931,2149.003723,1450.003103,100006134817_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100006144812_#1.jpg _P1,1451,2148.000233,2149.000233,1451.000345,100006144812_#1.jpg _P1,1451,2148,2149,1451,0,-1,,,
100006154807_#1.jpg _P1,1452.000344,2147.000233,2149.002094,1450.003103,100006154807_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100006164802_#1.jpg _P1,1452.001377,2147.002096,2148.005819,1450.003103,100006164802_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100006174894_#1.jpg _P1,1452.000344,2148.000233,2149.002094,1450.001379,100006174894_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100006184889_#1.jpg _P1,1452.001377,2148.000233,2148.003724,1449.00138,100006184889_#1.jpg _P1,1452,2148,2148,1449,3,0,,,
100006194884_#1.jpg _P1,1452.000344,2147.000233,2149.002094,1450.003103,100006194884_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100006204825_#1.jpg _P1,1452.000344,2148.000233,2149.002094,1450.001379,100006204825_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100006214820_#1.jpg _P1,1452.001377,2147.002096,2149.005817,1450.005517,100006214820_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100006224815_#1.jpg _P1,1452.000344,2147.000932,2149.002094,1451.003101,100006224815_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100006234810_#1.jpg _P1,1452.000344,2148.000233,2148.002095,1450.000345,100006234810_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100006244805_#1.jpg _P1,1452,2147.000233,2149.000931,1451.001378,100006244805_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100006254897_#1.jpg _P1,1451.000345,2147.002096,2148.002095,1451.001378,100006254897_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100006264892_#1.jpg _P1,1452,2147.000233,2149.002094,1450.001379,100006264892_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100006274887_#1.jpg _P1,1451,2147.000233,2149.000931,1450.001379,100006274887_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100006284882_#1.jpg _P1,1451,2148.000931,2149.000233,1452.000344,100006284882_#1.jpg _P1,1451,2148,2149,1452,-1,-1,,,
100006294877_#1.jpg _P1,1452.000344,2148.000931,2149.000931,1452.001377,100006294877_#1.jpg _P1,1452,2148,2149,1452,0,-1,,,
100006304818_#1.jpg _P1,1452.000344,2148.000233,2148.000233,1452.000344,100006304818_#1.jpg _P1,1452,2148,2148,1452,0,0,,,
100006314813_#1.jpg _P1,1452.000344,2148.000233,2148.002095,1450.000345,100006314813_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100006324808_#1.jpg _P1,1451.000345,2147.000233,2149.000931,1450.000345,100006324808_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100006334803_#1.jpg _P1,1452,2147.000932,2149.002094,1451.001378,100006334803_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100006344895_#1.jpg _P1,1451.000345,2148.000931,2148.000931,1451.000345,100006344895_#1.jpg _P1,1451,2148,2148,1451,0,0,,,
100006354890_#1.jpg _P1,1451.001378,2148.002095,2148.003724,1450.001379,100006354890_#1.jpg _P1,1451,2148,2148,1450,1,0,,,
100006364885_#1.jpg _P1,1452.000344,2148.000931,2148.002095,1451.000345,100006364885_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100007014823_#1.jpg _P1,1451.001378,2149.002094,2149.000931,1452.001377,100007014823_#1.jpg _P1,1451,2149,2149,1452,-1,0,,,
100007024818_#1.jpg _P1,1452,2147.000233,2148.000931,1451.000345,100007024818_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100007034813_#1.jpg _P1,1452.000344,2147,2149.000233,1451.000345,100007034813_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100007044808_#1.jpg _P1,1453.000344,2147.000932,2149.003723,1451.003101,100007044808_#1.jpg _P1,1453,2147,2149,1451,2,-2,,,
100007054803_#1.jpg _P1,1452.000344,2148.000233,2149.000931,1451.001378,100007054803_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100007064895_#1.jpg _P1,1451,2147.000932,2149.000931,1451.001378,100007064895_#1.jpg _P1,1451,2147,2149,1451,0,-2,,,
100007074890_#1.jpg _P1,1451.000345,2147.000233,2149.000233,1451.000345,100007074890_#1.jpg _P1,1451,2147,2149,1451,0,-2,,,
100007084885_#1.jpg _P1,1452.000344,2148.000233,2149.000931,1451.001378,100007084885_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100007094880_#1.jpg _P1,1452,2147.000233,2149.000931,1451.001378,100007094880_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100007104821_#1.jpg _P1,1452,2147.000932,2148.002095,1451.000345,100007104821_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100007114816_#1.jpg _P1,1451.000345,2147.002096,2149.003723,1450.003103,100007114816_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100007124811_#1.jpg _P1,1451,2147.000233,2149.000931,1450.001379,100007124811_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100007134806_#1.jpg _P1,1452,2147,2149.000931,1450.001379,100007134806_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100007144801_#1.jpg _P1,1453,2147.000233,2150.00093,1450.003103,100007144801_#1.jpg _P1,1453,2147,2150,1450,3,-3,,,
100007154893_#1.jpg _P1,1452.000344,2147.000233,2150.00093,1451.001378,100007154893_#1.jpg _P1,1452,2147,2150,1451,1,-3,,,
100007164888_#1.jpg _P1,1451.000345,2147.000932,2150.002093,1450.005517,100007164888_#1.jpg _P1,1451,2147,2150,1450,1,-3,,,
100007174883_#1.jpg _P1,1452.000344,2147.000932,2148,1450,100007174883_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100007184878_#1.jpg _P1,1452,2147.000233,2149.000931,1451.001378,100007184878_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100007194873_#1.jpg _P1,1452.000344,2147.000233,2149.000931,1451.003101,100007194873_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100007204814_#1.jpg _P1,1451,2148,2150.000233,1450.001379,100007204814_#1.jpg _P1,1451,2148,2150,1450,1,-2,,,
100007214809_#1.jpg _P1,1452.465254,2148.378668,2149.000931,1451.001378,100007214809_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100007224804_#1.jpg _P1,1451.000345,2147.000233,2149.000931,1450.003103,100007224804_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100007234896_#1.jpg _P1,1452.001377,2148.000233,2149.000931,1451.003101,100007234896_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100007244891_#1.jpg _P1,1452,2146,2149.000233,1451.003101,100007244891_#1.jpg _P1,1452,2146,2149,1451,1,-3,,,
100007254886_#1.jpg _P1,1452.000344,2147.000233,2149.000931,1451.003101,100007254886_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100007264881_#1.jpg _P1,1452.000344,2147.000233,2149.002094,1450.003103,100007264881_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100007274876_#1.jpg _P1,1451,2147,2149.000931,1449.00138,100007274876_#1.jpg _P1,1451,2147,2149,1449,2,-2,,,
100007284871_#1.jpg _P1,1452,2146.000233,2149.002094,1450.003103,100007284871_#1.jpg _P1,1452,2146,2149,1450,2,-3,,,
100007294866_#1.jpg _P1,1453,2146,2149.000931,1451.003101,100007294866_#1.jpg _P1,1453,2146,2149,1451,2,-3,,,
100007304807_#1.jpg _P1,1452,2146,2149.000931,1450.003103,100007304807_#1.jpg _P1,1452,2146,2149,1450,2,-3,,,
100007314802_#1.jpg _P1,1452,2147,2148.000931,1450.000345,100007314802_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100007324894_#1.jpg _P1,1453.000344,2147.000932,2148.002095,1452.001377,100007324894_#1.jpg _P1,1453,2147,2148,1452,1,-1,,,
100007334889_#1.jpg _P1,1451,2147.000233,2148.000233,1451.000345,100007334889_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100007344884_#1.jpg _P1,1451.000345,2147.000233,2147.000233,1451.000345,100007344884_#1.jpg _P1,1451,2147,2147,1451,0,0,,,
100007354879_#1.jpg _P1,1450,2146.000233,2147.000233,1448.000345,100007354879_#1.jpg _P1,1450,2146,2147,1448,2,-1,,,
100007364874_#1.jpg _P1,1452.000344,2147.000932,2147.000233,1451.000345,100007364874_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100008014812_#1.jpg _P1,1453.000344,2147.000233,2148.002095,1451.001378,100008014812_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100008024807_#1.jpg _P1,1452,2148.000233,2150.00093,1451.001378,100008024807_#1.jpg _P1,1452,2148,2150,1451,1,-2,,,
100008034802_#1.jpg _P1,1453,2147,2149.000931,1451.001378,100008034802_#1.jpg _P1,1453,2147,2149,1451,2,-2,,,
100008044894_#1.jpg _P1,1452.001377,2147.000932,2148.000931,1452.000344,100008044894_#1.jpg _P1,1452,2147,2148,1452,0,-1,,,
100008054889_#1.jpg _P1,1452,2148.000233,2149.000233,1452.000344,100008054889_#1.jpg _P1,1452,2148,2149,1452,0,-1,,,
100008064884_#1.jpg _P1,1452.001377,2147,2150.000233,1453.000344,100008064884_#1.jpg _P1,1452,2147,2150,1453,-1,-3,,,
100008074879_#1.jpg _P1,1452.000344,2148,2149.000233,1453,100008074879_#1.jpg _P1,1452,2148,2149,1453,-1,-1,,,
100008084874_#1.jpg _P1,1451.000345,2148.000931,2149,1453,100008084874_#1.jpg _P1,1451,2148,2149,1453,-2,-1,,,
100008094869_#1.jpg _P1,1451,2148,2149,1451.000345,100008094869_#1.jpg _P1,1451,2148,2149,1451,0,-1,,,
100008104810_#1.jpg _P1,1451.000345,2148.000233,2149,1450,100008104810_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100008114805_#1.jpg _P1,1451,2148,2149.000233,1450.000345,100008114805_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100008124897_#1.jpg _P1,1452.000344,2148.000233,2149.000931,1451.001378,100008124897_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100008134892_#1.jpg _P1,1451.000345,2147.000233,2148.000233,1451.001378,100008134892_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100008144887_#1.jpg _P1,1452.000344,2147.000233,2148.000931,1451.001378,100008144887_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100008154882_#1.jpg _P1,1451.000345,2148,2148.000233,1450.000345,100008154882_#1.jpg _P1,1451,2148,2148,1450,1,0,,,
100008164877_#1.jpg _P1,1452.000344,2146.000932,2149.000233,1451.001378,100008164877_#1.jpg _P1,1452,2146,2149,1451,1,-3,,,
100008174872_#1.jpg _P1,1452,2148.000233,2149.000233,1450.000345,100008174872_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100008184867_#1.jpg _P1,1453.001376,2146.000932,2149,1451.000345,100008184867_#1.jpg _P1,1453,2146,2149,1451,2,-3,,,
100008194862_#1.jpg _P1,1453.000344,2146,2149.000233,1452.001377,100008194862_#1.jpg _P1,1453,2146,2149,1452,1,-3,,,
100008204803_#1.jpg _P1,1453,2147.000233,2148,1452.000344,100008204803_#1.jpg _P1,1453,2147,2148,1452,1,-1,,,
100008214895_#1.jpg _P1,1452.000344,2148.000233,2149,1451,100008214895_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100008224890_#1.jpg _P1,1451.000345,2147.000233,2149.000233,1451.000345,100008224890_#1.jpg _P1,1451,2147,2149,1451,0,-2,,,
100008234885_#1.jpg _P1,1451.000345,2149.000233,2149.000233,1451.000345,100008234885_#1.jpg _P1,1451,2149,2149,1451,0,0,,,
100008244880_#1.jpg _P1,1451.001378,2148.000233,2149.000233,1451.000345,100008244880_#1.jpg _P1,1451,2148,2149,1451,0,-1,,,
100008254875_#1.jpg _P1,1452.000344,2147.000233,2149,1451.000345,100008254875_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100008264870_#1.jpg _P1,1452.000344,2148.000233,2149,1451,100008264870_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100008274865_#1.jpg _P1,1452.000344,2148.000233,2149.000233,1452,100008274865_#1.jpg _P1,1452,2148,2149,1452,0,-1,,,
100008284860_#1.jpg _P1,1453.000344,2147.732341,2149,1452.162256,100008284860_#1.jpg _P1,1453,2148,2149,1452,1,-1,,,
100008294855_#1.jpg _P1,1452.000344,2148,2150,1452.000344,100008294855_#1.jpg _P1,1452,2148,2150,1452,0,-2,,,
100008304893_#1.jpg _P1,1452.000344,2148.000233,2149,1451,100008304893_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100008314888_#1.jpg _P1,1451.000345,2148,2149,1451,100008314888_#1.jpg _P1,1451,2148,2149,1451,0,-1,,,
100008324883_#1.jpg _P1,1452.000344,2148.000233,2149,1451,100008324883_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100008334878_#1.jpg _P1,1452.001377,2148.000931,2150.00093,1452,100008334878_#1.jpg _P1,1452,2148,2150,1452,0,-2,,,
100008344873_#1.jpg _P1,1451.001378,2148,2150,1451,100008344873_#1.jpg _P1,1451,2148,2150,1451,0,-2,,,
100008354868_#1.jpg _P1,1452.000344,2147,2150.000233,1451.001378,100008354868_#1.jpg _P1,1452,2147,2150,1451,1,-3,,,
100008364863_#1.jpg _P1,1452.000344,2147,2149.000233,1451.000345,100008364863_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100009014801_#1.jpg _P1,1451.000345,2147.000233,2149.000233,1449.000345,100009014801_#1.jpg _P1,1451,2147,2149,1449,2,-2,,,
100009024893_#1.jpg _P1,1452.000344,2147.000932,2149,1450.000345,100009024893_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100009034888_#1.jpg _P1,1451,2148.000931,2149.000233,1450.000345,100009034888_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100009044883_#1.jpg _P1,1452,2148.000931,2149,1450.000345,100009044883_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100009054878_#1.jpg _P1,1452,2147.000233,2149.000233,1450.001379,100009054878_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100009064873_#1.jpg _P1,1453,2147.000233,2147,1452,100009064873_#1.jpg _P1,1453,2147,2147,1452,1,0,,,
100009074868_#1.jpg _P1,1452.000344,2147.000932,2148.000233,1451,100009074868_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100009084863_#1.jpg _P1,1452,2147,2148.000233,1451.000345,100009084863_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100009094858_#1.jpg _P1,1452.000344,2148.000233,2148.000233,1450.000345,100009094858_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100009104896_#1.jpg _P1,1452.000344,2146.000233,2148.000233,1450.000345,100009104896_#1.jpg _P1,1452,2146,2148,1450,2,-2,,,
100009114891_#1.jpg _P1,1452,2147.000932,2147,1450,100009114891_#1.jpg _P1,1452,2147,2147,1450,2,0,,,
100009124886_#1.jpg _P1,1451.001378,2146.000233,2148.000233,1451,100009124886_#1.jpg _P1,1451,2146,2148,1451,0,-2,,,
100009134881_#1.jpg _P1,1452.000344,2147.000233,2148,1451,100009134881_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100009144876_#1.jpg _P1,1453,2146.000233,2148.000931,1450.001379,100009144876_#1.jpg _P1,1453,2146,2148,1450,3,-2,,,
100009154871_#1.jpg _P1,1453.000344,2146.000932,2148,1451.000345,100009154871_#1.jpg _P1,1453,2146,2148,1451,2,-2,,,
100009164866_#1.jpg _P1,1452,2147,2148.000233,1451.000345,100009164866_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100009174861_#1.jpg _P1,1452.000344,2147.000932,2148,1450,100009174861_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100009184856_#1.jpg _P1,1452.000344,2147.002096,2148.000233,1450,100009184856_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100009194851_#1.jpg _P1,1452,2148.000233,2148.000233,1450,100009194851_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100009204889_#1.jpg _P1,1452,2147.000233,2147.000233,1450,100009204889_#1.jpg _P1,1452,2147,2147,1450,2,0,,,
100009214884_#1.jpg _P1,1452.000344,2147.000932,2149,1450.000345,100009214884_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100009224879_#1.jpg _P1,1452,2147.000233,2149.000233,1450.001379,100009224879_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100009234874_#1.jpg _P1,1452,2147,2148.000931,1450.000345,100009234874_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100009244869_#1.jpg _P1,1452.000344,2147.000233,2148,1451,100009244869_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100009254864_#1.jpg _P1,1452.000344,2146.000233,2148.000233,1450.000345,100009254864_#1.jpg _P1,1452,2146,2148,1450,2,-2,,,
100009264859_#1.jpg _P1,1452.001377,2146.000932,2148,1450,100009264859_#1.jpg _P1,1452,2146,2148,1450,2,-2,,,
100009274854_#1.jpg _P1,1451,2146.000233,2149.000931,1450.003103,100009274854_#1.jpg _P1,1451,2146,2149,1450,1,-3,,,
100009284849_#1.jpg _P1,1453.000344,2146.000233,2149.000931,1450.001379,100009284849_#1.jpg _P1,1453,2146,2149,1450,3,-3,,,
100009294844_#1.jpg _P1,1451.000345,2147,2149,1451.000345,100009294844_#1.jpg _P1,1451,2147,2149,1451,0,-2,,,
100009304882_#1.jpg _P1,1452.003099,2146.000932,2149.000931,1452,100009304882_#1.jpg _P1,1452,2146,2149,1452,0,-3,,,
100009314877_#1.jpg _P1,1451.000345,2146.000233,2148.000233,1451.000345,100009314877_#1.jpg _P1,1451,2146,2148,1451,0,-2,,,
100009324872_#1.jpg _P1,1452,2147.000932,2148.000233,1451.000345,100009324872_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100009334867_#1.jpg _P1,1451,2146,2148.000233,1450.001379,100009334867_#1.jpg _P1,1451,2146,2148,1450,1,-2,,,
100009344862_#1.jpg _P1,1452.000344,2147.000932,2147.000233,1451.000345,100009344862_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100009354857_#1.jpg _P1,1451.000345,2146.000233,2149,1450.001379,100009354857_#1.jpg _P1,1451,2146,2149,1450,1,-3,,,
100009364852_#1.jpg _P1,1452,2147,2149.000233,1451.001378,100009364852_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100010044868_#1.jpg _P1,1452.001377,2147.000932,2149.000931,1452,100010044868_#1.jpg _P1,1452,2147,2149,1452,0,-2,,,
100010054863_#1.jpg _P1,1452.000344,2147.000233,2148,1451,100010054863_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100010064858_#1.jpg _P1,1453,2148.000233,2149.000233,1451.000345,100010064858_#1.jpg _P1,1453,2148,2149,1451,2,-1,,,
100010074853_#1.jpg _P1,1452.000344,2147.002096,2148.000233,1450,100010074853_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100010084848_#1.jpg _P1,1452.000344,2147.000233,2149,1451.000345,100010084848_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100010094843_#1.jpg _P1,1452,2147.000932,2148,1450.000345,100010094843_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100010104881_#1.jpg _P1,1452.000344,2148.000931,2149,1450,100010104881_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100010114876_#1.jpg _P1,1452,2148.000931,2148,1450,100010114876_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100010124871_#1.jpg _P1,1452,2148.000931,2149,1450.000345,100010124871_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100010134866_#1.jpg _P1,1451,2147.000233,2149.000233,1451.001378,100010134866_#1.jpg _P1,1451,2147,2149,1451,0,-2,,,
100010144861_#1.jpg _P1,1452.000344,2147.000932,2149,1450.000345,100010144861_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100010154856_#1.jpg _P1,1452.000344,2147.002096,2149.000233,1450.000345,100010154856_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100010164851_#1.jpg _P1,1452.000344,2146.000932,2148.000233,1451.000345,100010164851_#1.jpg _P1,1452,2146,2148,1451,1,-2,,,
100010174846_#1.jpg _P1,1452,2147.000233,2149.000233,1450.001379,100010174846_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100010184841_#1.jpg _P1,1452.000344,2147.000932,2149,1450.000345,100010184841_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100010194836_#1.jpg _P1,1452.000344,2148.000931,2148.000233,1451.000345,100010194836_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100010204874_#1.jpg _P1,1451.001378,2147.000932,2148.000931,1451.000345,100010204874_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100010214869_#1.jpg _P1,1451.001378,2146.000932,2148.000931,1451,100010214869_#1.jpg _P1,1451,2146,2148,1451,0,-2,,,
100010224864_#1.jpg _P1,1452.001377,2147.002096,2149.000233,1450,100010224864_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100010234859_#1.jpg _P1,1453,2148,2148.000233,1452,100010234859_#1.jpg _P1,1453,2148,2148,1452,1,0,,,
100010244854_#1.jpg _P1,1451.000345,2147,2149,1451.000345,100010244854_#1.jpg _P1,1451,2147,2149,1451,0,-2,,,
100010254849_#1.jpg _P1,1452.000344,2147.000233,2150,1451.001378,100010254849_#1.jpg _P1,1452,2147,2150,1451,1,-3,,,
100010264844_#1.jpg _P1,1452.000344,2148.000233,2149,1451,100010264844_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100010274839_#1.jpg _P1,1452.001377,2147.003726,2149.005817,1451.005513,100010274839_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100010284834_#1.jpg _P1,1452.001377,2147.002096,2147.005822,1450.001379,100010284834_#1.jpg _P1,1452,2147,2147,1450,2,0,,,
100010294829_#1.jpg _P1,1451,2147.000233,2149.000931,1450.001379,100010294829_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100010304867_#1.jpg _P1,1451.000345,2147.000233,2149.000931,1450.003103,100010304867_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100010314862_#1.jpg _P1,1451.000345,2147.000233,2149,1450.000345,100010314862_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100010324857_#1.jpg _P1,1451.000345,2147.000233,2147.000233,1451.000345,100010324857_#1.jpg _P1,1451,2147,2147,1451,0,0,,,
100010334852_#1.jpg _P1,1451,2148.000233,2148.000233,1449,100010334852_#1.jpg _P1,1451,2148,2148,1449,2,0,,,
100010344847_#1.jpg _P1,1451.000345,2147.000233,2148,1450,100010344847_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100010354842_#1.jpg _P1,1451,2147.000932,2148.000233,1448.000345,100010354842_#1.jpg _P1,1451,2147,2148,1448,3,-1,,,
100010364837_#1.jpg _P1,1452,2148.000931,2148.000233,1451,100010364837_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100011014872_#1.jpg _P1,1452.000344,2147.000233,2149,1451.000345,100011014872_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100011024867_#1.jpg _P1,1453.001376,2147.002096,2148.005819,1451.003101,100011024867_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100011034862_#1.jpg _P1,1452.001377,2147.000233,2149.000233,1452,100011034862_#1.jpg _P1,1452,2147,2149,1452,0,-2,,,
100011044857_#1.jpg _P1,1451.000345,2148.000233,2149.000233,1451,100011044857_#1.jpg _P1,1451,2148,2149,1451,0,-1,,,
100011054852_#1.jpg _P1,1452,2148,2148.000233,1451,100011054852_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100011064847_#1.jpg _P1,1453.000344,2147.000233,2149,1452.000344,100011064847_#1.jpg _P1,1453,2147,2149,1452,1,-2,,,
100011074842_#1.jpg _P1,1452.000344,2147,2148.000233,1451.001378,100011074842_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100011084837_#1.jpg _P1,1452,2148.000233,2149.000233,1450.000345,100011084837_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100011094832_#1.jpg _P1,1452,2148,2149.000233,1451.000345,100011094832_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100011104870_#1.jpg _P1,1452.001377,2147.000932,2149.003723,1450.005517,100011104870_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100011114865_#1.jpg _P1,1452.000344,2148.000931,2149,1450,100011114865_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100011124860_#1.jpg _P1,1452.001377,2147.000932,2149.005817,1449.005521,100011124860_#1.jpg _P1,1452,2147,2149,1449,3,-2,,,
100011134855_#1.jpg _P1,1451,2148.000233,2149,1450.000345,100011134855_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100011144850_#1.jpg _P1,1452.000344,2148.000931,2149,1450,100011144850_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100011154845_#1.jpg _P1,1451.000345,2148.000931,2149.000233,1450,100011154845_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100011164840_#1.jpg _P1,1451,2148.000233,2149,1450.000345,100011164840_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100011174835_#1.jpg _P1,1452,2148.000233,2149,1451.000345,100011174835_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100011184830_#1.jpg _P1,1452,2148.000233,2149.000931,1449.000345,100011184830_#1.jpg _P1,1452,2148,2149,1449,3,-1,,,
100011194825_#1.jpg _P1,1451.000345,2148,2149.000931,1449.00138,100011194825_#1.jpg _P1,1451,2148,2149,1449,2,-1,,,
100011204863_#1.jpg _P1,1451,2147,2149.000233,1450.001379,100011204863_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100011214858_#1.jpg _P1,1451,2148.000233,2148.000233,1451,100011214858_#1.jpg _P1,1451,2148,2148,1451,0,0,,,
100011224853_#1.jpg _P1,1452.000344,2148,2148.000233,1451.000345,100011224853_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100011234848_#1.jpg _P1,1451.000345,2148,2149,1451,100011234848_#1.jpg _P1,1451,2148,2149,1451,0,-1,,,
100011244843_#1.jpg _P1,1451.000345,2148.000931,2149.000931,1451.001378,100011244843_#1.jpg _P1,1451,2148,2149,1451,0,-1,,,
