卷號,上,右,左,下,卷號,上寬,右高,左高,下寬,上寬-下寬,右高-左高,,卷號,(全部)
100024344883_#1.jpg _P1,1451.001378,2147.000932,2147.003726,1449.00138,100024344883_#1.jpg _P1,1451,2147,2147,1449,2,0,,,
100024354878_#1.jpg _P1,1450.001379,2148.002095,2148.003724,1449.00138,100024354878_#1.jpg _P1,1450,2148,2148,1449,1,0,,,
100024364873_#1.jpg _P1,1452.001377,2148.000233,2148.002095,1450.001379,100024364873_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100025014811_#1.jpg _P1,1452.000344,2148.000931,2150.003721,1450.003103,100025014811_#1.jpg _P1,1452,2148,2150,1450,2,-2,,,
100025024806_#1.jpg _P1,1452.000344,2148.000233,2149.002094,1450.001379,100025024806_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100025034801_#1.jpg _P1,1452.001377,2148.000931,2149.003723,1450.003103,100025034801_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100025044893_#1.jpg _P1,1451.000345,2148.000233,2149.000931,1450.001379,100025044893_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100025054888_#1.jpg _P1,1452.001377,2148.000931,2149.003723,1450.003103,100025054888_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100025064883_#1.jpg _P1,1452.000344,2147.000932,2149.002094,1451.003101,100025064883_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100025074878_#1.jpg _P1,1451.000345,2148.000233,2148.000233,1451.000345,100025074878_#1.jpg _P1,1451,2148,2148,1451,0,0,,,
100025084873_#1.jpg _P1,1451.000345,2147.000932,2149.000931,1451.003101,100025084873_#1.jpg _P1,1451,2147,2149,1451,0,-2,,,
100025094868_#1.jpg _P1,1451.001378,2148.002095,2149.003723,1450.003103,100025094868_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100025104809_#1.jpg _P1,1452.000344,2147.002096,2149.002094,1452.003099,100025104809_#1.jpg _P1,1452,2147,2149,1452,0,-2,,,
100025114804_#1.jpg _P1,1452.000344,2148.000233,2149.000931,1451.001378,100025114804_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100025124896_#1.jpg _P1,1451,2148.000233,2150,1450.001379,100025124896_#1.jpg _P1,1451,2148,2150,1450,1,-2,,,
100025134891_#1.jpg _P1,1452.000344,2147.000932,2149.000233,1449.000345,100025134891_#1.jpg _P1,1452,2147,2149,1449,3,-2,,,
100025154881_#1.jpg _P1,1452.000344,2148,2149.000931,1450.001379,100025154881_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100025164876_#1.jpg _P1,1452.000344,2148.000233,2149.000931,1451.001378,100025164876_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100025174871_#1.jpg _P1,1452,2148.000233,2149.000233,1450.000345,100025174871_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100025184866_#1.jpg _P1,1451.000345,2148.000233,2149.000931,1450.001379,100025184866_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100025194861_#1.jpg _P1,1452,2147.000233,2149.000931,1451.001378,100025194861_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100025204802_#1.jpg _P1,1451.000345,2148.000233,2149.000931,1450.001379,100025204802_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100025214894_#1.jpg _P1,1452.000344,2148.000233,2149.000233,1452.001377,100025214894_#1.jpg _P1,1452,2148,2149,1452,0,-1,,,
100025224889_#1.jpg _P1,1451,2148.000233,2149.000233,1451.000345,100025224889_#1.jpg _P1,1451,2148,2149,1451,0,-1,,,
100025234884_#1.jpg _P1,1452,2148,2149,1452.000344,100025234884_#1.jpg _P1,1452,2148,2149,1452,0,-1,,,
100025244879_#1.jpg _P1,1452.000344,2148.000233,2149.000233,1452.001377,100025244879_#1.jpg _P1,1452,2148,2149,1452,0,-1,,,
100025254874_#1.jpg _P1,1451.000345,2148.000931,2149.000233,1452.001377,100025254874_#1.jpg _P1,1451,2148,2149,1452,-1,-1,,,
100025264869_#1.jpg _P1,1451,2148.000233,2149,1452.000344,100025264869_#1.jpg _P1,1451,2148,2149,1452,-1,-1,,,
100025274864_#1.jpg _P1,1451.137959,2149.607362,2149.000233,1453.001376,100025274864_#1.jpg _P1,1451,2150,2149,1453,-2,1,,,
100025284859_#1.jpg _P1,1452.000344,2148.000233,2150.002093,1450.003103,100025284859_#1.jpg _P1,1452,2148,2150,1450,2,-2,,,
100025294854_#1.jpg _P1,1451.000345,2148.000233,2150.00093,1450.003103,100025294854_#1.jpg _P1,1451,2148,2150,1450,1,-2,,,
100025304892_#1.jpg _P1,1452.000344,2148,2149.000931,1450.001379,100025304892_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100025314887_#1.jpg _P1,1451.000345,2149,2149.000233,1450.000345,100025314887_#1.jpg _P1,1451,2149,2149,1450,1,0,,,
100025324882_#1.jpg _P1,1451.000345,2148.000233,2148,1450.000345,100025324882_#1.jpg _P1,1451,2148,2148,1450,1,0,,,
100025334877_#1.jpg _P1,1451.001378,2148.000233,2149.000233,1451.003101,100025334877_#1.jpg _P1,1451,2148,2149,1451,0,-1,,,
100025344872_#1.jpg _P1,1451.001378,2149,2148,1451.000345,100025344872_#1.jpg _P1,1451,2149,2148,1451,0,1,,,
100025354867_#1.jpg _P1,1451.001378,2148.000931,2149.002094,1450.003103,100025354867_#1.jpg _P1,1451,2148,2149,1450,1,-1,,,
100025364862_#1.jpg _P1,1452,2148.000233,2148,1451,100025364862_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100026014897_#1.jpg _P1,1452.000344,2148.000931,2150.003721,1450.003103,100026014897_#1.jpg _P1,1452,2148,2150,1450,2,-2,,,
100026024892_#1.jpg _P1,1452.000344,2148.000931,2150.003721,1450.003103,100026024892_#1.jpg _P1,1452,2148,2150,1450,2,-2,,,
100026034887_#1.jpg _P1,1452,2148,2150.00093,1450.001379,100026034887_#1.jpg _P1,1452,2148,2150,1450,2,-2,,,
100026044882_#1.jpg _P1,1452.000344,2148.000233,2149.002094,1450.001379,100026044882_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100026054877_#1.jpg _P1,1452.000344,2148.000233,2149.002094,1450.001379,100026054877_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100026064872_#1.jpg _P1,1452,2148.000233,2149.000931,1451.000345,100026064872_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100026074867_#1.jpg _P1,1451,2147.000932,2149.000931,1451.001378,100026074867_#1.jpg _P1,1451,2147,2149,1451,0,-2,,,
100026084862_#1.jpg _P1,1452.000344,2148.000233,2149.000931,1451.001378,100026084862_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100026094857_#1.jpg _P1,1452,2147.000233,2149.000931,1451.001378,100026094857_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100026104895_#1.jpg _P1,1452.000344,2148.000931,2149.000233,1451,100026104895_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100026114890_#1.jpg _P1,1453.000344,2148.000931,2149,1451,100026114890_#1.jpg _P1,1453,2148,2149,1451,2,-1,,,
100026124885_#1.jpg _P1,1452.000344,2148.000233,2149.000233,1452,100026124885_#1.jpg _P1,1452,2148,2149,1452,0,-1,,,
100026134880_#1.jpg _P1,1451.000345,2148.000233,2149.000233,1451,100026134880_#1.jpg _P1,1451,2148,2149,1451,0,-1,,,
100026144875_#1.jpg _P1,1452,2148.000233,2148.000233,1452,100026144875_#1.jpg _P1,1452,2148,2148,1452,0,0,,,
100026154870_#1.jpg _P1,1452.000344,2148.000233,2149,1451,100026154870_#1.jpg _P1,1452,2148,2149,1451,1,-1,,,
100026164865_#1.jpg _P1,1452.000344,2147.000233,2149,1451.000345,100026164865_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100026174860_#1.jpg _P1,1452,2148.000233,2148.000233,1450,100026174860_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100026184855_#1.jpg _P1,1452,2147.000932,2148,1450.000345,100026184855_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100026194850_#1.jpg _P1,1452.000344,2148.000931,2148,1450.000345,100026194850_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100026204888_#1.jpg _P1,1452,2148.000931,2148,1450,100026204888_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100026214883_#1.jpg _P1,1452.000344,2147.000932,2148.000233,1451,100026214883_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100026224878_#1.jpg _P1,1451.000345,2147,2148.000233,1452,100026224878_#1.jpg _P1,1451,2147,2148,1452,-1,-1,,,
100026234873_#1.jpg _P1,1452,2147.000233,2147.000233,1452,100026234873_#1.jpg _P1,1452,2147,2147,1452,0,0,,,
100026244868_#1.jpg _P1,1452,2148.000931,2148.000233,1451,100026244868_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100026254863_#1.jpg _P1,1452,2148.000233,2148,1451,100026254863_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100026264858_#1.jpg _P1,1452.000344,2147.000932,2148,1450,100026264858_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100026274853_#1.jpg _P1,1451.001378,2147.000932,2149.000233,1450,100026274853_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100026284848_#1.jpg _P1,1452.000344,2147.000932,2148,1450,100026284848_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100026294843_#1.jpg _P1,1451.000345,2147.000233,2148.000233,1451,100026294843_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100026304881_#1.jpg _P1,1452,2148.000233,2148,1451,100026304881_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100026314876_#1.jpg _P1,1452.000344,2147.000932,2148.000233,1451,100026314876_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100026324871_#1.jpg _P1,1451,2147.000233,2147,1450,100026324871_#1.jpg _P1,1451,2147,2147,1450,1,0,,,
100026334866_#1.jpg _P1,1451,2148.000233,2147,1450.000345,100026334866_#1.jpg _P1,1451,2148,2147,1450,1,1,,,
100026344861_#1.jpg _P1,1451.000345,2147.000233,2148.000233,1451,100026344861_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100026354856_#1.jpg _P1,1450,2148.000233,2148.000233,1450,100026354856_#1.jpg _P1,1450,2148,2148,1450,0,0,,,
100026364851_#1.jpg _P1,1452,2147.000233,2147,1451,100026364851_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100027014886_#1.jpg _P1,1451.000345,2147,2148.000233,1450.001379,100027014886_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100027024881_#1.jpg _P1,1452,2147,2148.000233,1451.000345,100027024881_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100027034876_#1.jpg _P1,1452.000344,2147.000233,2148.000931,1451.001378,100027034876_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100027044871_#1.jpg _P1,1452.000344,2147.000932,2147,1450.000345,100027044871_#1.jpg _P1,1452,2147,2147,1450,2,0,,,
100027054866_#1.jpg _P1,1452.000344,2147.000233,2148,1451,100027054866_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100027064861_#1.jpg _P1,1452,2147.000233,2148,1451.000345,100027064861_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100027074856_#1.jpg _P1,1452,2147.000233,2147,1451,100027074856_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100027084851_#1.jpg _P1,1453.000344,2147.000233,2148,1452,100027084851_#1.jpg _P1,1453,2147,2148,1452,1,-1,,,
100027094846_#1.jpg _P1,1452.000344,2147.000233,2148,1451,100027094846_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100027104884_#1.jpg _P1,1453,2148.000233,2148.000233,1451,100027104884_#1.jpg _P1,1453,2148,2148,1451,2,0,,,
100027114879_#1.jpg _P1,1453,2147.000233,2147,1452,100027114879_#1.jpg _P1,1453,2147,2147,1452,1,0,,,
100027124874_#1.jpg _P1,1451,2147,2148,1451.000345,100027124874_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100027134869_#1.jpg _P1,1452.000344,2147.000932,2148.000233,1451,100027134869_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100027144864_#1.jpg _P1,1452,2148.000233,2148,1451,100027144864_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100027154859_#1.jpg _P1,1452,2148,2148.000233,1451,100027154859_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100027164854_#1.jpg _P1,1452,2146.000233,2147.000233,1450.000345,100027164854_#1.jpg _P1,1452,2146,2147,1450,2,-1,,,
100027174849_#1.jpg _P1,1452.000344,2147.000932,2148,1450,100027174849_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100027184844_#1.jpg _P1,1452,2147.000233,2148.000233,1450.000345,100027184844_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100027194839_#1.jpg _P1,1453,2147.000233,2148.000233,1451.000345,100027194839_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100027204877_#1.jpg _P1,1452,2146,2148.000931,1450.001379,100027204877_#1.jpg _P1,1452,2146,2148,1450,2,-2,,,
100027214872_#1.jpg _P1,1452.000344,2147.000233,2148.000931,1451.001378,100027214872_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100027224867_#1.jpg _P1,1452.003099,2147.000932,2147.002096,1451.003101,100027224867_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100027234862_#1.jpg _P1,1451.000345,2147.000233,2148.000931,1450.001379,100027234862_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100027244857_#1.jpg _P1,1452.000344,2147.000233,2148.002095,1450.001379,100027244857_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100027254852_#1.jpg _P1,1453.001376,2147.000233,2148.002095,1451.003101,100027254852_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100027264847_#1.jpg _P1,1451.000345,2147.000932,2148.002095,1450.001379,100027264847_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100027274842_#1.jpg _P1,1451.001378,2147.000932,2148.002095,1450.003103,100027274842_#1.jpg _P1,1451,2147,2148,1450,1,-1,,,
100027284837_#1.jpg _P1,1452.000344,2146.000932,2147.002096,1451.001378,100027284837_#1.jpg _P1,1452,2146,2147,1451,1,-1,,,
100027294832_#1.jpg _P1,1452.000344,2147.000932,2148.002095,1451.001378,100027294832_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100027304870_#1.jpg _P1,1452.000344,2147.000233,2148.000931,1451.001378,100027304870_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100027314865_#1.jpg _P1,1452.001377,2147.002096,2148.002095,1452.003099,100027314865_#1.jpg _P1,1452,2147,2148,1452,0,-1,,,
100027324860_#1.jpg _P1,1450,2146.002097,2148.000233,1452.001377,100027324860_#1.jpg _P1,1450,2146,2148,1452,-2,-2,,,
100027334855_#1.jpg _P1,1450.001379,2147.000932,2147.000932,1450.001379,100027334855_#1.jpg _P1,1450,2147,2147,1450,0,0,,,
100027344850_#1.jpg _P1,1451.003101,2147.000932,2147.002096,1450.003103,100027344850_#1.jpg _P1,1451,2147,2147,1450,1,0,,,
100027354845_#1.jpg _P1,1451.001378,2147.000932,2147.002096,1450.001379,100027354845_#1.jpg _P1,1451,2147,2147,1450,1,0,,,
100027364840_#1.jpg _P1,1452.001377,2146.000932,2147.003726,1450.003103,100027364840_#1.jpg _P1,1452,2146,2147,1450,2,-1,,,
100028014875_#1.jpg _P1,1452.001377,2147.002096,2148.003724,1451.003101,100028014875_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100028024870_#1.jpg _P1,1453.000344,2148.000931,2149.005817,1450.001379,100028024870_#1.jpg _P1,1453,2148,2149,1450,3,-1,,,
100028034865_#1.jpg _P1,1452.000344,2147.000233,2149.000931,1451.003101,100028034865_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100028044860_#1.jpg _P1,1453.000344,2147.000233,2148.002095,1451.001378,100028044860_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100028054855_#1.jpg _P1,1453.001376,2147.000932,2149.005817,1450.005517,100028054855_#1.jpg _P1,1453,2147,2149,1450,3,-2,,,
100028064850_#1.jpg _P1,1452.000344,2147.000932,2148.002095,1451.001378,100028064850_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100028074845_#1.jpg _P1,1452.000344,2148.000931,2148.002095,1451.000345,100028074845_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100028084840_#1.jpg _P1,1452.000344,2147.000932,2148.000931,1452.001377,100028084840_#1.jpg _P1,1452,2147,2148,1452,0,-1,,,
100028094835_#1.jpg _P1,1452.001377,2147.002096,2148.003724,1451.003101,100028094835_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100028104873_#1.jpg _P1,1452.000344,2147.000932,2148.002095,1451.001378,100028104873_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100028114868_#1.jpg _P1,1452.000344,2147.000932,2148.000931,1452.001377,100028114868_#1.jpg _P1,1452,2147,2148,1452,0,-1,,,
100028124863_#1.jpg _P1,1453.000344,2147.000932,2148.003724,1451.001378,100028124863_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100028134858_#1.jpg _P1,1452.003099,2147.003726,2148.005819,1451.005513,100028134858_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100028144853_#1.jpg _P1,1452.001377,2147.002096,2148.005819,1450.003103,100028144853_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100028154848_#1.jpg _P1,1452.003099,2147.002096,2147.003726,1451.003101,100028154848_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100028164843_#1.jpg _P1,1452.000344,2146.000932,2148.002095,1451.003101,100028164843_#1.jpg _P1,1452,2146,2148,1451,1,-2,,,
100028174838_#1.jpg _P1,1453.000344,2147,2148.002095,1450.001379,100028174838_#1.jpg _P1,1453,2147,2148,1450,3,-1,,,
100028184833_#1.jpg _P1,1452.000344,2147.000233,2148.000931,1451.001378,100028184833_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100028194828_#1.jpg _P1,1452.001377,2147.000233,2148.002095,1450.003103,100028194828_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100028204866_#1.jpg _P1,1452.001377,2147.000932,2148.003724,1450.003103,100028204866_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100028214861_#1.jpg _P1,1452.001377,2147.000233,2147.002096,1450.001379,100028214861_#1.jpg _P1,1452,2147,2147,1450,2,0,,,
100028224856_#1.jpg _P1,1452.001377,2147.002096,2148.005819,1450.003103,100028224856_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100028234851_#1.jpg _P1,1453.001376,2147,2147.000932,1451.001378,100028234851_#1.jpg _P1,1453,2147,2147,1451,2,0,,,
100028244846_#1.jpg _P1,1452.001377,2148.000931,2148.003724,1450.001379,100028244846_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100028254841_#1.jpg _P1,1452.000344,2147.000233,2148.000931,1449.00138,100028254841_#1.jpg _P1,1452,2147,2148,1449,3,-1,,,
100028264836_#1.jpg _P1,1452.000344,2147,2149.000931,1450.003103,100028264836_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100028274831_#1.jpg _P1,1452.000344,2147.000233,2148.002095,1450.001379,100028274831_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100028284826_#1.jpg _P1,1453.000344,2147.000233,2148.002095,1451.001378,100028284826_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100028294821_#1.jpg _P1,1452.001377,2147.000932,2148.002095,1451.003101,100028294821_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100028304859_#1.jpg _P1,1452.000344,2147.000233,2148.000931,1451.001378,100028304859_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100028314854_#1.jpg _P1,1452.001377,2147.000233,2148.003724,1449.003106,100028314854_#1.jpg _P1,1452,2147,2148,1449,3,-1,,,
100028324849_#1.jpg _P1,1452.000344,2147.000233,2148.002095,1450.001379,100028324849_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100028334844_#1.jpg _P1,1452.001377,2147.000233,2148.002095,1450.003103,100028334844_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100028344839_#1.jpg _P1,1453.000344,2146.000233,2148.002095,1451.003101,100028344839_#1.jpg _P1,1453,2146,2148,1451,2,-2,,,
100028354834_#1.jpg _P1,1451.001378,2146.003728,2148.00838,1449.005521,100028354834_#1.jpg _P1,1451,2146,2148,1449,2,-2,,,
100028364829_#1.jpg _P1,1453.000344,2146.000932,2148.003724,1451.003101,100028364829_#1.jpg _P1,1453,2146,2148,1451,2,-2,,,
100029014864_#1.jpg _P1,1452.000344,2147.000932,2149.002094,1451.003101,100029014864_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100029024859_#1.jpg _P1,1453.000344,2147.000233,2148.002095,1451.001378,100029024859_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100029034854_#1.jpg _P1,1452.000344,2147.000932,2148.002095,1451.001378,100029034854_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100029044849_#1.jpg _P1,1453.000344,2147.000233,2149.003723,1450.003103,100029044849_#1.jpg _P1,1453,2147,2149,1450,3,-2,,,
100029054844_#1.jpg _P1,1451.000345,2147.000932,2149.002094,1450.003103,100029054844_#1.jpg _P1,1451,2147,2149,1450,1,-2,,,
100029064839_#1.jpg _P1,1453.000344,2147,2148.002095,1450.001379,100029064839_#1.jpg _P1,1453,2147,2148,1450,3,-1,,,
100029074834_#1.jpg _P1,1452,2147,2149.000931,1450.001379,100029074834_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100029084829_#1.jpg _P1,1452,2147,2148.000233,1451.000345,100029084829_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100029094824_#1.jpg _P1,1452.000344,2147.000932,2148.003724,1450.001379,100029094824_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100029104862_#1.jpg _P1,1452,2147,2148.000233,1451.000345,100029104862_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100029114857_#1.jpg _P1,1452.000344,2147,2149,1452.000344,100029114857_#1.jpg _P1,1452,2147,2149,1452,0,-2,,,
100029124852_#1.jpg _P1,1453,2148,2149.000931,1451.000345,100029124852_#1.jpg _P1,1453,2148,2149,1451,2,-1,,,
100029134847_#1.jpg _P1,1453,2147.000233,2148.000233,1451.000345,100029134847_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100029144842_#1.jpg _P1,1452.000344,2148.000233,2148.000931,1451.000345,100029144842_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100029154837_#1.jpg _P1,1452.000344,2147,2148.000931,1450.001379,100029154837_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100029164832_#1.jpg _P1,1452,2147,2148.000931,1450.000345,100029164832_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100029174827_#1.jpg _P1,1452,2147,2148.000931,1450.000345,100029174827_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100029184822_#1.jpg _P1,1452.000344,2147.000233,2148.002095,1450.001379,100029184822_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100029194817_#1.jpg _P1,1452,2147.000233,2148.000931,1449.000345,100029194817_#1.jpg _P1,1452,2147,2148,1449,3,-1,,,
100029204855_#1.jpg _P1,1453,2147.000233,2148.000931,1450.000345,100029204855_#1.jpg _P1,1453,2147,2148,1450,3,-1,,,
100029214850_#1.jpg _P1,1452,2147.000233,2148.000931,1451.000345,100029214850_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100029224845_#1.jpg _P1,1452,2146,2147.000233,1451.000345,100029224845_#1.jpg _P1,1452,2146,2147,1451,1,-1,,,
100029234840_#1.jpg _P1,1452.000344,2147.000932,2148.002095,1451.001378,100029234840_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100029244835_#1.jpg _P1,1451.000345,2147.000932,2148.000931,1451.001378,100029244835_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100029254830_#1.jpg _P1,1451.000345,2147.000932,2148.000931,1451.001378,100029254830_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100029264825_#1.jpg _P1,1452.000344,2147.000233,2148.000931,1451.001378,100029264825_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100029274820_#1.jpg _P1,1451.000345,2147.000932,2148.000931,1451.001378,100029274820_#1.jpg _P1,1451,2147,2148,1451,0,-1,,,
100029284815_#1.jpg _P1,1451.000345,2148.000931,2149.000931,1451.001378,100029284815_#1.jpg _P1,1451,2148,2149,1451,0,-1,,,
100029294810_#1.jpg _P1,1452.000344,2148,2148.000233,1451.000345,100029294810_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100029304848_#1.jpg _P1,1452,2148.000233,2148.000233,1450,100029304848_#1.jpg _P1,1452,2148,2148,1450,2,0,,,
100029314843_#1.jpg _P1,1451,2148,2148,1451,100029314843_#1.jpg _P1,1451,2148,2148,1451,0,0,,,
100029324838_#1.jpg _P1,1452.001377,2148.000931,2148.002095,1451.001378,100029324838_#1.jpg _P1,1452,2148,2148,1451,1,0,,,
100029334833_#1.jpg _P1,1452,2147,2148.000233,1451.000345,100029334833_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100029344828_#1.jpg _P1,1445.000346,2148,2149.000931,1443.001386,100029344828_#1.jpg _P1,1445,2148,2149,1443,2,-1,,,
100029354823_#1.jpg _P1,1453.001376,2148,2148.002095,1450.001379,100029354823_#1.jpg _P1,1453,2148,2148,1450,3,0,,,
100029364818_#1.jpg _P1,1452.000344,2147,2147.000233,1451.000345,100029364818_#1.jpg _P1,1452,2147,2147,1451,1,0,,,
100030014849_#1.jpg _P1,1451.000345,2147,2149,1451.000345,100030014849_#1.jpg _P1,1451,2147,2149,1451,0,-2,,,
100030024844_#1.jpg _P1,1452.000344,2147.000233,2148.000931,1451.001378,100030024844_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100030034839_#1.jpg _P1,1452.000344,2147,2149.000233,1451.000345,100030034839_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100030044834_#1.jpg _P1,1452,2147.000932,2148,1450.000345,100030044834_#1.jpg _P1,1452,2147,2148,1450,2,-1,,,
100030054829_#1.jpg _P1,1452,2147,2149.000233,1451.001378,100030054829_#1.jpg _P1,1452,2147,2149,1451,1,-2,,,
100030064824_#1.jpg _P1,1452,2147.000233,2148,1451.000345,100030064824_#1.jpg _P1,1452,2147,2148,1451,1,-1,,,
100030074819_#1.jpg _P1,1453.000344,2147.000233,2148.000233,1451,100030074819_#1.jpg _P1,1453,2147,2148,1451,2,-1,,,
100030084814_#1.jpg _P1,1453.000344,2146.000233,2149.000931,1450.001379,100030084814_#1.jpg _P1,1453,2146,2149,1450,3,-3,,,
100030094809_#1.jpg _P1,1452,2147,2149.000931,1450.001379,100030094809_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100030104847_#1.jpg _P1,1452.000344,2147.000932,2149.003723,1450.003103,100030104847_#1.jpg _P1,1452,2147,2149,1450,2,-2,,,
100030114842_#1.jpg _P1,1452.000344,2148,2149.000931,1450.001379,100030114842_#1.jpg _P1,1452,2148,2149,1450,2,-1,,,
100030124837_#1.jpg _P1,1453.000344,2147.000233,2148.000931,1450.001379,100030124837_#1.jpg _P1,1453,2147,2148,1450,3,-1,,,
100030134832_#1.jpg _P1,1452.001377,2147.000932,2148.005819,1449.003106,100030134832_#1.jpg _P1,1452,2147,2148,1449,3,-1,,,
