卷號,左上X,左上Y,右上X,右上Y,左下X,左下Y,右下X,右下Y,
100007084885_#2.jpg _P4,1701,103,3162,106,1696,2248,3154,2251,
100007094880_#2.jpg _P4,1699,103,3160,107,1692,2249,3150,2252,
100007104821_#2.jpg _P4,1700,103,3161,107,1695,2249,3152,2252,
100007114816_#2.jpg _P4,1699,103,3161,108,1694,2249,3151,2252,
100007124811_#2.jpg _P4,1701,103,3162,105,1698,2248,3155,2250,
100007134806_#2.jpg _P4,1700,103,3161,107,1694,2249,3151,2252,
100007144801_#2.jpg _P4,1700,103,3161,108,1695,2249,3152,2253,
100007154893_#2.jpg _P4,1701,103,3163,107,1696,2248,3153,2252,
100007164888_#2.jpg _P4,1700,103,3162,105,1696,2247,3152,2251,
100007174883_#2.jpg _P4,1699,103,3161,106,1693,2248,3151,2251,
100007184878_#2.jpg _P4,1700,101,3162,103,1697,2247,3154,2249,
100007194873_#2.jpg _P4,1701,103,3163,105,1697,2248,3155,2250,
100007204814_#2.jpg _P4,1701,103,3162,106,1697,2248,3154,2251,
100007214809_#2.jpg _P4,1699,104,3161,107,1695,2249,3153,2252,
100007224804_#2.jpg _P4,1699,102,3160,106,1693,2247,3150,2251,
100007234896_#2.jpg _P4,1700,103,3160,105,1696,2247,3153,2249,
100007244891_#2.jpg _P4,1700,102,3161,104,1697,2247,3155,2249,
100007254886_#2.jpg _P4,1700,102,3161,104,1696,2247,3154,2250,
100007264881_#2.jpg _P4,1699,103,3159,105,1693,2248,3151,2251,
100007274876_#2.jpg _P4,1700,103,3161,105,1695,2247,3152,2251,
100007284871_#2.jpg _P4,1702,102,3164,104,1697,2246,3155,2249,
100007294866_#2.jpg _P4,1700,102,3163,105,1696,2247,3154,2250,
100007304807_#2.jpg _P4,1701,101,3163,104,1697,2246,3155,2249,
100007314802_#2.jpg _P4,1698,102,3159,104,1694,2247,3152,2249,
100007324894_#2.jpg _P4,1698,101,3161,104,1694,2247,3152,2249,
100007334889_#2.jpg _P4,1700,101,3161,104,1693,2247,3151,2250,
100007344884_#2.jpg _P4,1700,101,3160,104,1694,2247,3151,2249,
100007354879_#2.jpg _P4,1701,101,3161,104,1696,2246,3151,2250,
100007364874_#2.jpg _P4,1702,103,3163,106,1696,2248,3154,2251,
100008014812_#2.jpg _P4,1700,103,3162,105,1696,2248,3154,2250,
100008024807_#2.jpg _P4,1701,103,3161,105,1696,2247,3155,2250,
100008034802_#2.jpg _P4,1701,101,3163,102,1698,2246,3156,2247,
100008044894_#2.jpg _P4,1700,106,3161,108,1695,2251,3153,2254,
100008054889_#2.jpg _P4,1700,104,3162,107,1695,2249,3154,2252,
100008064884_#2.jpg _P4,1699,104,3162,106,1695,2249,3155,2251,
100008074879_#2.jpg _P4,1700,103,3162,104,1696,2248,3158,2249,
100008084874_#2.jpg _P4,1699,104,3161,105,1695,2248,3154,2251,
100008094869_#2.jpg _P4,1701,104,3161,105,1696,2249,3155,2250,
100008104810_#2.jpg _P4,1699,102,3160,103,1695,2247,3153,2248,
100008114805_#2.jpg _P4,1700,104,3160,105,1695,2249,3152,2251,
100008124897_#2.jpg _P4,1700,103,3162,104,1697,2248,3154,2250,
100008134892_#2.jpg _P4,1701,101,3162,103,1696,2246,3154,2249,
100008144887_#2.jpg _P4,1698,101,3159,102,1695,2246,3153,2247,
100008154882_#2.jpg _P4,1699,103,3160,103,1695,2247,3153,2249,
100008164877_#2.jpg _P4,1700,104,3161,105,1697,2249,3154,2250,
100008174872_#2.jpg _P4,1701,103,3162,104,1696,2248,3154,2250,
100008184867_#2.jpg _P4,1700,104,3161,106,1695,2249,3154,2251,
100008194862_#2.jpg _P4,1699,103,3161,106,1694,2248,3154,2250,
100008204803_#2.jpg _P4,1699,105,3161,106,1695,2249,3155,2251,
100008214895_#2.jpg _P4,1697,103,3158,104,1694,2248,3152,2250,
100008224890_#2.jpg _P4,1698,104,3159,105,1695,2249,3153,2250,
100008234885_#2.jpg _P4,1699,106,3160,106,1695,2249,3153,2251,
100008244880_#2.jpg _P4,1700,105,3161,107,1695,2249,3153,2252,
100008254875_#2.jpg _P4,1699,105,3159,106,1695,2249,3153,2251,
100008264870_#2.jpg _P4,1700,105,3161,107,1696,2250,3153,2252,
100008274865_#2.jpg _P4,1701,106,3162,108,1696,2250,3155,2253,
100008284860_#2.jpg _P4,1700,106,3162,107,1696,2250,3155,2252,
100008294855_#2.jpg _P4,1699,106,3161,107,1695,2250,3153,2252,
100008304893_#2.jpg _P4,1701,105,3163,106,1697,2249,3155,2252,
100008314888_#2.jpg _P4,1700,103,3161,105,1696,2247,3154,2250,
100008324883_#2.jpg _P4,1698,105,3160.557,107.0623,1694,2250,3152,2252,
100008334878_#2.jpg _P4,1698,105,3159,107,1692,2250,3151,2252,
100008344873_#2.jpg _P4,1699,104,3159,105,1693,2247,3151,2251,
100008354868_#2.jpg _P4,1699,105,3160,107,1694,2250,3151,2253,
100008364863_#2.jpg _P4,1698,104,3160,107,1694,2250,3152,2253,
100009014801_#2.jpg _P4,1699,103,3159,105,1693,2247,3150,2250,
100009024893_#2.jpg _P4,1701,103,3162,106,1695,2248,3152,2250,
100009034888_#2.jpg _P4,1701,105,3161,106,1697,2249,3154,2251,
100009044883_#2.jpg _P4,1701,105,3161,107,1695,2250,3153,2252,
100009054878_#2.jpg _P4,1700,104,3160,108,1691.958,2249.038,3150,2252,
100009064873_#2.jpg _P4,1699,104,3161,107,1695,2249,3153,2252,
100009074868_#2.jpg _P4,1700,103,3161,106,1694,2249,3152,2251,
100009084863_#2.jpg _P4,1699,102,3160,104,1695,2248,3153,2249,
100009094858_#2.jpg _P4,1700,104,3161,107,1694,2249,3151,2252,
100009104896_#2.jpg _P4,1699,104,3160,106,1695,2249,3152,2250,
100009114891_#2.jpg _P4,1700,104,3161,107,1694,2249,3151,2252,
100009124886_#2.jpg _P4,1698,103,3159,107,1693,2249,3150,2251,
100009134881_#2.jpg _P4,1699,103,3161,105,1696,2249,3154,2250,
100009144876_#2.jpg _P4,1702,104,3164,107,1697,2249,3154,2252,
100009154871_#2.jpg _P4,1699,103,3161,106,1694,2248,3152,2250,
100009164866_#2.jpg _P4,1700,103,3162,106,1696,2249,3153,2251,
100009174861_#2.jpg _P4,1699,104,3161,107,1693,2249,3150,2253,
100009184856_#2.jpg _P4,1700,102,3162,106,1695,2248,3152,2251,
100009194851_#2.jpg _P4,1699,105,3160,108,1693,2250,3150,2253,
100009204889_#2.jpg _P4,1701,103,3161,105,1696,2248,3153,2250,
100009214884_#2.jpg _P4,1701,104,3162,107,1695,2249,3152,2252,
100009224879_#2.jpg _P4,1700,104,3162,108,1695,2250,3152,2252,
100009234874_#2.jpg _P4,1701,103,3163,105,1696,2248,3154,2250,
100009244869_#2.jpg _P4,1701,104,3163,108,1697,2250,3154,2252,
100009254864_#2.jpg _P4,1699,103,3161,106,1694,2248,3152,2251,
100009264859_#2.jpg _P4,1699,103,3161,106,1695,2249,3152,2251,
100009274854_#2.jpg _P4,1702,103,3163,105,1698,2248,3155,2250,
100009284849_#2.jpg _P4,1700,103,3161,107,1694,2248,3151,2251,
100009294844_#2.jpg _P4,1700,102,3160,106,1695,2248,3152,2251,
100009304882_#2.jpg _P4,1698,104,3160,106,1694,2249,3152,2250,
100009314877_#2.jpg _P4,1701,105,3162,107,1696,2249,3154,2251,
100009324872_#2.jpg _P4,1700,105,3161,106,1696,2249,3153,2251,
100009334867_#2.jpg _P4,1700,104,3161,107,1695,2249,3152,2252,
100009344862_#2.jpg _P4,1700,104,3161,106,1695,2249,3153,2251,
100009354857_#2.jpg _P4,1699,104,3160,106,1695,2249,3152,2251,
100009364852_#2.jpg _P4,1700,104,3161,107,1694,2249,3152,2252,
100010044868_#2.jpg _P4,1699,105,3159,107,1694,2250,3153,2252,
100010054863_#2.jpg _P4,1701,105,3162,108,1696,2250,3155,2253,
100010064858_#2.jpg _P4,1701,105,3163,108,1696,2250,3154,2252,
100010074853_#2.jpg _P4,1699,105,3160,107,1695,2250,3153,2252,
100010084848_#2.jpg _P4,1699,105,3160,108,1694,2250,3152,2253,
