卷號,左上X,左上Y,右上X,右上Y,左下X,左下Y,右下X,右下Y,
100011055852_#2.jpg _P3,154,103,1617,103,153,2249,1613,2248,
100011065847_#2.jpg _P3,155,104,1618,103,155,2251,1616,2249,
100011075842_#2.jpg _P3,153,104,1617,103,152,2250,1615,2249,
100011085837_#2.jpg _P3,153,105,1617,104,153,2251,1615,2250,
100011095832_#2.jpg _P3,152,103,1616,103,152,2250,1615,2249,
100011105870_#2.jpg _P3,153,103,1617,103,151,2249,1613,2249,
100011115865_#2.jpg _P3,153,106,1616,105,153,2252,1614,2251,
100011125860_#2.jpg _P3,154,105,1617,105,154,2251,1615,2250,
100011135855_#2.jpg _P3,154,105,1618,104,153,2251,1616,2250,
100011145850_#2.jpg _P3,152,106,1616,104,152,2251,1615,2249,
100011155845_#2.jpg _P3,153,106,1616,105,154,2252,1615,2250,
100011165840_#2.jpg _P3,151,105,1616,105,151,2251,1613,2250,
100011175835_#2.jpg _P3,153,106,1615,104,154,2252,1615,2250,
100011185830_#2.jpg _P3,154,103,1618,104,152,2250,1614,2249,
100011195825_#2.jpg _P3,153,105,1616,105,152,2251,1614,2250,
100011205863_#2.jpg _P3,153,105,1616,105,153,2251,1615,2250,
100011215858_#2.jpg _P3,153,105,1617,105,153,2252,1615,2251,
100011225853_#2.jpg _P3,151,104,1614,105,150,2251,1611,2250,
100011235848_#2.jpg _P3,152,103,1616,102,152,2249,1613,2248,
