卷號,上,右,左,下,卷號,上寬,右高,左高,下寬,上寬-下寬,右高-左高,,列標籤,計數 - 上寬-下寬
10005361.jpg _P1,1080.000463,1511.000331,1512.000331,1080,10005361.jpg _P1,1080,1511,1512,1080,0,-1,,,
10005362.jpg _P1,1081.000463,1511,1510.000331,1080.001852,10005362.jpg _P1,1081,1511,1510,1080,1,1,,,
10005363.jpg _P1,1080.000463,1512.000331,1512.000331,1080.000463,10005363.jpg _P1,1080,1512,1512,1080,0,0,,,
10005364.jpg _P1,1080,1512.001323,1510.001325,1080.001852,10005364.jpg _P1,1080,1512,1510,1080,0,2,,,
10005365.jpg _P1,1080.000463,1509.000331,1510.000331,1080,10005365.jpg _P1,1080,1509,1510,1080,0,-1,,,
10005366.jpg _P1,1081.000463,1512.000331,1512.000331,1081.000463,10005366.jpg _P1,1081,1512,1512,1081,0,0,,,
10005367.jpg _P1,1080.004167,1511.000331,1512.000331,1080.001852,10005367.jpg _P1,1080,1511,1512,1080,0,-1,,,
10005368.jpg _P1,1080.000463,1512.001323,1512.001323,1080.000463,10005368.jpg _P1,1080,1512,1512,1080,0,0,,,
10005369.jpg _P1,1080.000463,1513.001322,1512.000331,1081.00185,10005369.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005370.jpg _P1,1081.000463,1512.000331,1512.000331,1081.000463,10005370.jpg _P1,1081,1512,1512,1081,0,0,,,
10005371.jpg _P1,1081.000463,1512.000331,1512.000331,1081.000463,10005371.jpg _P1,1081,1512,1512,1081,0,0,,,
10005372.jpg _P1,1080.000463,1511.000331,1511,1081.000463,10005372.jpg _P1,1080,1511,1511,1081,-1,0,,,
10005373.jpg _P1,1081.00185,1512,1513.00033,1080.000463,10005373.jpg _P1,1081,1512,1513,1080,1,-1,,,
10005374.jpg _P1,1081.000463,1512.000331,1511.000331,1081.00185,10005374.jpg _P1,1081,1512,1511,1081,0,1,,,
10005375.jpg _P1,1081.00185,1512,1512,1081.00185,10005375.jpg _P1,1081,1512,1512,1081,0,0,,,
10005376.jpg _P1,1081.00185,1512.000331,1511.000331,1081.004163,10005376.jpg _P1,1081,1512,1511,1081,0,1,,,
10005377.jpg _P1,1080.001852,1511,1512,1080.000463,10005377.jpg _P1,1080,1511,1512,1080,0,-1,,,
10005378.jpg _P1,1081.00185,1512,1512.000331,1080.001852,10005378.jpg _P1,1081,1512,1512,1080,1,0,,,
10005379.jpg _P1,1080.001852,1511.000331,1512.000331,1080.000463,10005379.jpg _P1,1080,1511,1512,1080,0,-1,,,
10005380.jpg _P1,1081.000463,1512.000331,1511.000331,1081.00185,10005380.jpg _P1,1081,1512,1511,1081,0,1,,,
10005381.jpg _P1,1081.00185,1511.000331,1512.000331,1081.000463,10005381.jpg _P1,1081,1511,1512,1081,0,-1,,,
10005382.jpg _P1,1080.001852,1511.000331,1512,1081.000463,10005382.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005383.jpg _P1,1081.000463,1512.000331,1511.000331,1081.00185,10005383.jpg _P1,1081,1512,1511,1081,0,1,,,
10005384.jpg _P1,1081.000463,1513.00033,1512.000331,1081.00185,10005384.jpg _P1,1081,1513,1512,1081,0,1,,,
10005385.jpg _P1,1080.000463,1513.00033,1512,1081.00185,10005385.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005386.jpg _P1,1081.00185,1511.000331,1512.000331,1081.000463,10005386.jpg _P1,1081,1511,1512,1081,0,-1,,,
10005387.jpg _P1,1080.000463,1511.001324,1512.000331,1081,10005387.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005388.jpg _P1,1081.004163,1511,1512,1081.00185,10005388.jpg _P1,1081,1511,1512,1081,0,-1,,,
10005389.jpg _P1,1080.000463,1511.000331,1512.000331,1080,10005389.jpg _P1,1080,1511,1512,1080,0,-1,,,
10005390.jpg _P1,1081.000463,1512.000331,1512,1082.000462,10005390.jpg _P1,1081,1512,1512,1082,-1,0,,,
10005391.jpg _P1,1080.001852,1512.000331,1512,1081.00185,10005391.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005392.jpg _P1,1080.000463,1513.00033,1513,1081.000463,10005392.jpg _P1,1080,1513,1513,1081,-1,0,,,
10005393.jpg _P1,1081.000463,1512.000331,1512.000331,1081.000463,10005393.jpg _P1,1081,1512,1512,1081,0,0,,,
10005394.jpg _P1,1081.00185,1511.000331,1512,1080.000463,10005394.jpg _P1,1081,1511,1512,1080,1,-1,,,
10005395.jpg _P1,1081.00185,1511,1512,1081.000463,10005395.jpg _P1,1081,1511,1512,1081,0,-1,,,
10005396.jpg _P1,1078.000464,1511.002978,1512.000331,1080,10005396.jpg _P1,1078,1511,1512,1080,-2,-1,,,
10005397.jpg _P1,1080.000463,1513,1511,1080.004167,10005397.jpg _P1,1080,1513,1511,1080,0,2,,,
10005398.jpg _P1,1081.00185,1512,1513.00033,1080.000463,10005398.jpg _P1,1081,1512,1513,1080,1,-1,,,
10005399.jpg _P1,1080.001852,1512,1512,1080.001852,10005399.jpg _P1,1080,1512,1512,1080,0,0,,,
10005400.jpg _P1,1080.000463,1512.000331,1511.000331,1080.001852,10005400.jpg _P1,1080,1512,1511,1080,0,1,,,
10005401.jpg _P1,1080.000463,1512.000331,1511.000331,1080.001852,10005401.jpg _P1,1080,1512,1511,1080,0,1,,,
10005402.jpg _P1,1080.001852,1511.000331,1513,1081,10005402.jpg _P1,1080,1511,1513,1081,-1,-2,,,
10005403.jpg _P1,1080.001852,1512.000331,1512,1081.00185,10005403.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005404.jpg _P1,1080.000463,1513.00033,1512,1081.00185,10005404.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005405.jpg _P1,1080.001852,1511.000331,1512.001323,1081.000463,10005405.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005406.jpg _P1,1081.000463,1512.000331,1512.000331,1081.000463,10005406.jpg _P1,1081,1512,1512,1081,0,0,,,
10005407.jpg _P1,1080.000463,1513.00033,1512.000331,1080.001852,10005407.jpg _P1,1080,1513,1512,1080,0,1,,,
10005408.jpg _P1,1080.000463,1511.000331,1513,1081.000463,10005408.jpg _P1,1080,1511,1513,1081,-1,-2,,,
10005409.jpg _P1,1080.000463,1511.001324,1512.000331,1081,10005409.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005410.jpg _P1,1080.004167,1511,1513.00033,1081.000463,10005410.jpg _P1,1080,1511,1513,1081,-1,-2,,,
10005411.jpg _P1,1080.001852,1511.000331,1513,1081,10005411.jpg _P1,1080,1511,1513,1081,-1,-2,,,
10005412.jpg _P1,1080.000463,1512.001323,1512.000331,1081.000463,10005412.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005413.jpg _P1,1080.000463,1511.000331,1512,1081,10005413.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005414.jpg _P1,1080.000463,1513.001322,1512,1082.001848,10005414.jpg _P1,1080,1513,1512,1082,-2,1,,,
10005415.jpg _P1,1081.00185,1512.000331,1512,1082.001848,10005415.jpg _P1,1081,1512,1512,1082,-1,0,,,
10005416.jpg _P1,1081.00185,1512,1513,1081.000463,10005416.jpg _P1,1081,1512,1513,1081,0,-1,,,
10005417.jpg _P1,1080.001852,1511.000331,1512,1081.000463,10005417.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005418.jpg _P1,1080.000463,1512,1512,1080.000463,10005418.jpg _P1,1080,1512,1512,1080,0,0,,,
10005419.jpg _P1,1080.000463,1512.000331,1512.000331,1080.000463,10005419.jpg _P1,1080,1512,1512,1080,0,0,,,
10005420.jpg _P1,1080.000463,1511.000331,1511,1081.000463,10005420.jpg _P1,1080,1511,1511,1081,-1,0,,,
10005421.jpg _P1,1079,1513.002974,1512.000331,1081.000463,10005421.jpg _P1,1079,1513,1512,1081,-2,1,,,
10005422.jpg _P1,1080.000463,1513.001322,1512.000331,1081.00185,10005422.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005423.jpg _P1,1080.000463,1514.00033,1513,1081.00185,10005423.jpg _P1,1080,1514,1513,1081,-1,1,,,
10005424.jpg _P1,1080.000463,1512.001323,1513.00033,1081,10005424.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005425.jpg _P1,1080.001852,1511.000331,1512,1081.000463,10005425.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005426.jpg _P1,1080.001852,1513,1512,1080.004167,10005426.jpg _P1,1080,1513,1512,1080,0,1,,,
10005427.jpg _P1,1080.000463,1513.001322,1512.000331,1081.00185,10005427.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005428.jpg _P1,1080.001852,1512.000331,1512,1081.00185,10005428.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005429.jpg _P1,1081,1511.001324,1511.001324,1081,10005429.jpg _P1,1081,1511,1511,1081,0,0,,,
10005430.jpg _P1,1081.00185,1512,1513.00033,1080.000463,10005430.jpg _P1,1081,1512,1513,1080,1,-1,,,
10005431.jpg _P1,1080.000463,1512.001323,1512.000331,1081.000463,10005431.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005432.jpg _P1,1080.000463,1513.00033,1512,1081.00185,10005432.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005433.jpg _P1,1081.00185,1512,1512,1081.00185,10005433.jpg _P1,1081,1512,1512,1081,0,0,,,
10005434.jpg _P1,1080.001852,1513,1512.000331,1081.004163,10005434.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005435.jpg _P1,1080.000463,1513.00033,1512.000331,1080.001852,10005435.jpg _P1,1080,1513,1512,1080,0,1,,,
10005436.jpg _P1,1081.00185,1513.00033,1512.000331,1081.004163,10005436.jpg _P1,1081,1513,1512,1081,0,1,,,
10005437.jpg _P1,1081.000463,1513,1511.000331,1080.004167,10005437.jpg _P1,1081,1513,1511,1080,1,2,,,
10005438.jpg _P1,1080.001852,1512.000331,1513,1081.000463,10005438.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005439.jpg _P1,1080.001852,1512.000331,1513,1081.000463,10005439.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005440.jpg _P1,1080.001852,1512,1512.000331,1081.00185,10005440.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005441.jpg _P1,1079.001854,1512,1513.00033,1080.000463,10005441.jpg _P1,1079,1512,1513,1080,-1,-1,,,
10005442.jpg _P1,1081.00185,1510,1513.00033,1080.000463,10005442.jpg _P1,1081,1510,1513,1080,1,-3,,,
10005443.jpg _P1,1080.000463,1512,1512,1080.000463,10005443.jpg _P1,1080,1512,1512,1080,0,0,,,
10005444.jpg _P1,1080.001852,1513,1513,1080.001852,10005444.jpg _P1,1080,1513,1513,1080,0,0,,,
10005445.jpg _P1,1080.000463,1513.001322,1513.00033,1081.000463,10005445.jpg _P1,1080,1513,1513,1081,-1,0,,,
10005446.jpg _P1,1080.001852,1513.00033,1513,1081.00185,10005446.jpg _P1,1080,1513,1513,1081,-1,0,,,
10005447.jpg _P1,1080.001852,1513,1513,1080.001852,10005447.jpg _P1,1080,1513,1513,1080,0,0,,,
10005448.jpg _P1,1080.000463,1513.00033,1513,1081.000463,10005448.jpg _P1,1080,1513,1513,1081,-1,0,,,
10005449.jpg _P1,1080.000463,1512.000331,1513.00033,1080,10005449.jpg _P1,1080,1512,1513,1080,0,-1,,,
10005450.jpg _P1,1080.000463,1512.000331,1512,1081.000463,10005450.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005451.jpg _P1,1079.000463,1512.000331,1512,1080.000463,10005451.jpg _P1,1079,1512,1512,1080,-1,0,,,
10005452.jpg _P1,1080.000463,1513.00033,1512,1081.00185,10005452.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005453.jpg _P1,1080.000463,1512.000331,1512.000331,1080.000463,10005453.jpg _P1,1080,1512,1512,1080,0,0,,,
10005454.jpg _P1,1081.00185,1511.000331,1512.000331,1081.000463,10005454.jpg _P1,1081,1511,1512,1081,0,-1,,,
10005455.jpg _P1,1080.001852,1512,1513.00033,1081.000463,10005455.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005456.jpg _P1,1080.001852,1513,1513.00033,1081.00185,10005456.jpg _P1,1080,1513,1513,1081,-1,0,,,
10005457.jpg _P1,1080.004167,1512,1513.00033,1081.00185,10005457.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005458.jpg _P1,1080.001852,1512.000331,1512.000331,1080.001852,10005458.jpg _P1,1080,1512,1512,1080,0,0,,,
10005459.jpg _P1,1080.000463,1512.000331,1512.000331,1080.000463,10005459.jpg _P1,1080,1512,1512,1080,0,0,,,
10005460.jpg _P1,1080.000463,1513.00033,1512,1081.00185,10005460.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005461.jpg _P1,1080.001852,1513.00033,1511,1081.007401,10005461.jpg _P1,1080,1513,1511,1081,-1,2,,,
10005462.jpg _P1,1080.004167,1512,1513.00033,1081.00185,10005462.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005463.jpg _P1,1080.000463,1512.000331,1512.000331,1080.000463,10005463.jpg _P1,1080,1512,1512,1080,0,0,,,
10005464.jpg _P1,1081.00185,1512,1512,1081.00185,10005464.jpg _P1,1081,1512,1512,1081,0,0,,,
10005465.jpg _P1,1080.000463,1513.00033,1513.00033,1080.000463,10005465.jpg _P1,1080,1513,1513,1080,0,0,,,
10005466.jpg _P1,1080.001852,1512,1513.00033,1081.000463,10005466.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005467.jpg _P1,1080.000463,1513.00033,1512,1081.00185,10005467.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005468.jpg _P1,1080.001852,1512.000331,1513.00033,1082.000462,10005468.jpg _P1,1080,1512,1513,1082,-2,-1,,,
10005469.jpg _P1,1079.004171,1511.000331,1513.00033,1081.000463,10005469.jpg _P1,1079,1511,1513,1081,-2,-2,,,
10005470.jpg _P1,1080.000463,1513.00033,1512,1081.00185,10005470.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005471.jpg _P1,1080.000463,1513.001322,1512.000331,1081.00185,10005471.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005472.jpg _P1,1081.000463,1513.00033,1512.000331,1081.00185,10005472.jpg _P1,1081,1513,1512,1081,0,1,,,
10005473.jpg _P1,1080.000463,1514,1512.000331,1081.004163,10005473.jpg _P1,1080,1514,1512,1081,-1,2,,,
10005474.jpg _P1,1081.00185,1511.000331,1512,1082.000462,10005474.jpg _P1,1081,1511,1512,1082,-1,-1,,,
10005475.jpg _P1,1080.000463,1512.000331,1511,1081.00185,10005475.jpg _P1,1080,1512,1511,1081,-1,1,,,
10005476.jpg _P1,1080.001852,1512,1512.000331,1081.00185,10005476.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005477.jpg _P1,1080.000463,1512.000331,1513.00033,1080,10005477.jpg _P1,1080,1512,1513,1080,0,-1,,,
10005478.jpg _P1,1081.000463,1513.00033,1513.00033,1081.000463,10005478.jpg _P1,1081,1513,1513,1081,0,0,,,
10005479.jpg _P1,1080,1513.002974,1513.001322,1081,10005479.jpg _P1,1080,1513,1513,1081,-1,0,,,
10005480.jpg _P1,1080.001852,1511,1513,1080,10005480.jpg _P1,1080,1511,1513,1080,0,-2,,,
10005481.jpg _P1,1080.001852,1512,1513,1080.000463,10005481.jpg _P1,1080,1512,1513,1080,0,-1,,,
10005482.jpg _P1,1080.001852,1512.000331,1512,1081.00185,10005482.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005483.jpg _P1,1080.001852,1512.000331,1513.00033,1080.000463,10005483.jpg _P1,1080,1512,1513,1080,0,-1,,,
10005484.jpg _P1,1081.00185,1512,1513.00033,1080.000463,10005484.jpg _P1,1081,1512,1513,1080,1,-1,,,
10005485.jpg _P1,1080.001852,1511.000331,1513,1081,10005485.jpg _P1,1080,1511,1513,1081,-1,-2,,,
10005486.jpg _P1,1080.004167,1511,1512.000331,1081.00185,10005486.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005487.jpg _P1,1080.000463,1512.000331,1512.000331,1080.000463,10005487.jpg _P1,1080,1512,1512,1080,0,0,,,
10005488.jpg _P1,1080.001852,1512,1513.00033,1081.000463,10005488.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005489.jpg _P1,1080.000463,1512.000331,1512.000331,1080.000463,10005489.jpg _P1,1080,1512,1512,1080,0,0,,,
10005490.jpg _P1,1080,1512.002976,1513.001322,1081.000463,10005490.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005491.jpg _P1,1080.004167,1512,1513.00033,1081.00185,10005491.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005492.jpg _P1,1080.000463,1511.001324,1512.000331,1081,10005492.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005493.jpg _P1,1080.001852,1512.000331,1512,1081.00185,10005493.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005494.jpg _P1,1080.000463,1512.000331,1513,1081,10005494.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005495.jpg _P1,1080.000463,1512.000331,1512.000331,1080.000463,10005495.jpg _P1,1080,1512,1512,1080,0,0,,,
10005496.jpg _P1,1081.000463,1512.000331,1512.000331,1081.000463,10005496.jpg _P1,1081,1512,1512,1081,0,0,,,
10005497.jpg _P1,1080.001852,1511,1513,1080,10005497.jpg _P1,1080,1511,1513,1080,0,-2,,,
10005498.jpg _P1,1081.00185,1512,1513,1081.000463,10005498.jpg _P1,1081,1512,1513,1081,0,-1,,,
10005499.jpg _P1,1080.004167,1512.000331,1513.00033,1080.001852,10005499.jpg _P1,1080,1512,1513,1080,0,-1,,,
10005500.jpg _P1,1080.000463,1512.000331,1513,1081,10005500.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005501.jpg _P1,1080.004167,1511.000331,1513.00033,1080.000463,10005501.jpg _P1,1080,1511,1513,1080,0,-2,,,
10005502.jpg _P1,1080.001852,1512,1514.00033,1081,10005502.jpg _P1,1080,1512,1514,1081,-1,-2,,,
10005503.jpg _P1,1080.000463,1512.001323,1513.00033,1081,10005503.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005504.jpg _P1,1080.001852,1511.000331,1512,1081.000463,10005504.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005505.jpg _P1,1080.001852,1513.00033,1513,1081.00185,10005505.jpg _P1,1080,1513,1513,1081,-1,0,,,
10005506.jpg _P1,1080.000463,1511.000331,1512,1081,10005506.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005507.jpg _P1,1079.000463,1512.002976,1512.000331,1081.000463,10005507.jpg _P1,1079,1512,1512,1081,-2,0,,,
10005508.jpg _P1,1081.00185,1512.000331,1512.000331,1081.00185,10005508.jpg _P1,1081,1512,1512,1081,0,0,,,
10005509.jpg _P1,1080.007407,1510.001325,1513.001322,1080.000463,10005509.jpg _P1,1080,1510,1513,1080,0,-3,,,
10005510.jpg _P1,1080.001852,1513.00033,1513,1081.00185,10005510.jpg _P1,1080,1513,1513,1081,-1,0,,,
10005511.jpg _P1,1079.001854,1512.000331,1512,1080.001852,10005511.jpg _P1,1079,1512,1512,1080,-1,0,,,
10005512.jpg _P1,1080.000463,1511.000331,1512,1081,10005512.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005513.jpg _P1,1080.001852,1512,1513.00033,1081.000463,10005513.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005514.jpg _P1,1080.000463,1512.000331,1512,1081.000463,10005514.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005515.jpg _P1,1080.000463,1512,1512,1080.000463,10005515.jpg _P1,1080,1512,1512,1080,0,0,,,
10005516.jpg _P1,1080.001852,1512.000331,1512,1081.00185,10005516.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005517.jpg _P1,1080.000463,1512.001323,1512.000331,1081.000463,10005517.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005518.jpg _P1,1080.000463,1512.000331,1513,1081,10005518.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005519.jpg _P1,1080.004167,1512,1513.00033,1081.00185,10005519.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005520.jpg _P1,1080.001852,1510.000331,1512.000331,1080,10005520.jpg _P1,1080,1510,1512,1080,0,-2,,,
10005521.jpg _P1,1080,1513.005287,1513.002974,1081,10005521.jpg _P1,1080,1513,1513,1081,-1,0,,,
10005522.jpg _P1,1080.001852,1512,1513.00033,1081.000463,10005522.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005523.jpg _P1,1080.000463,1512.001323,1512.000331,1081.000463,10005523.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005524.jpg _P1,1080,1512.001323,1512.001323,1080,10005524.jpg _P1,1080,1512,1512,1080,0,0,,,
10005525.jpg _P1,1080.004167,1512,1514.00033,1081.000463,10005525.jpg _P1,1080,1512,1514,1081,-1,-2,,,
10005526.jpg _P1,1080.001852,1511.000331,1513,1081,10005526.jpg _P1,1080,1511,1513,1081,-1,-2,,,
10005527.jpg _P1,1080.001852,1512,1512.000331,1081.00185,10005527.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005528.jpg _P1,1081.00185,1512,1512,1081.00185,10005528.jpg _P1,1081,1512,1512,1081,0,0,,,
10005529.jpg _P1,1080.001852,1512.001323,1514.00033,1081,10005529.jpg _P1,1080,1512,1514,1081,-1,-2,,,
10005530.jpg _P1,1080.000463,1512.001323,1512.001323,1080.000463,10005530.jpg _P1,1080,1512,1512,1080,0,0,,,
10005531.jpg _P1,1080.000463,1512.005291,1512.005291,1080.000463,10005531.jpg _P1,1080,1512,1512,1080,0,0,,,
10005532.jpg _P1,1080.000463,1512.000331,1512.000331,1080.000463,10005532.jpg _P1,1080,1512,1512,1080,0,0,,,
10005533.jpg _P1,1080.000463,1512.000331,1512.000331,1080.000463,10005533.jpg _P1,1080,1512,1512,1080,0,0,,,
10005534.jpg _P1,1080,1512.001323,1512.001323,1080,10005534.jpg _P1,1080,1512,1512,1080,0,0,,,
10005535.jpg _P1,1079.000463,1512.001323,1511,1081.00185,10005535.jpg _P1,1079,1512,1511,1081,-2,1,,,
10005536.jpg _P1,1080.001852,1512.000331,1513,1081.000463,10005536.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005537.jpg _P1,1080.001852,1511.000331,1513,1081,10005537.jpg _P1,1080,1511,1513,1081,-1,-2,,,
10005538.jpg _P1,1081.000463,1510.001325,1512.002976,1080.000463,10005538.jpg _P1,1081,1510,1512,1080,1,-2,,,
10005539.jpg _P1,1080.000463,1512.000331,1511,1081.00185,10005539.jpg _P1,1080,1512,1511,1081,-1,1,,,
10005540.jpg _P1,1080.000463,1512.000331,1514.00033,1080.000463,10005540.jpg _P1,1080,1512,1514,1080,0,-2,,,
10005541.jpg _P1,1080.001852,1512.000331,1513.00033,1080.000463,10005541.jpg _P1,1080,1512,1513,1080,0,-1,,,
10005542.jpg _P1,1080.000463,1512.001323,1513.00033,1081,10005542.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005543.jpg _P1,1080.001852,1511.001324,1514.00033,1081.000463,10005543.jpg _P1,1080,1511,1514,1081,-1,-3,,,
10005544.jpg _P1,1081.000463,1511.000331,1511.000331,1081.000463,10005544.jpg _P1,1081,1511,1511,1081,0,0,,,
10005545.jpg _P1,1080.000463,1512.001323,1512.001323,1080.000463,10005545.jpg _P1,1080,1512,1512,1080,0,0,,,
10005546.jpg _P1,1080.000463,1514.00033,1513,1081.00185,10005546.jpg _P1,1080,1514,1513,1081,-1,1,,,
10005547.jpg _P1,1080,1513.001322,1513.001322,1080,10005547.jpg _P1,1080,1513,1513,1080,0,0,,,
10005548.jpg _P1,1081.00185,1512,1512,1081.00185,10005548.jpg _P1,1081,1512,1512,1081,0,0,,,
10005549.jpg _P1,1080.001852,1512.001323,1513.00033,1081.000463,10005549.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005550.jpg _P1,1081.00185,1512,1513,1081.000463,10005550.jpg _P1,1081,1512,1513,1081,0,-1,,,
10005551.jpg _P1,1080.000463,1512.000331,1512.000331,1080.000463,10005551.jpg _P1,1080,1512,1512,1080,0,0,,,
10005552.jpg _P1,1080.000463,1513.00033,1512,1081.00185,10005552.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005553.jpg _P1,1080.001852,1512,1512,1080.001852,10005553.jpg _P1,1080,1512,1512,1080,0,0,,,
10005554.jpg _P1,1080.001852,1512,1512.000331,1081.00185,10005554.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005555.jpg _P1,1080.000463,1513.001322,1512.000331,1081.00185,10005555.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005556.jpg _P1,1080.000463,1512.000331,1513.00033,1080,10005556.jpg _P1,1080,1512,1513,1080,0,-1,,,
10005557.jpg _P1,1080.000463,1512.000331,1512,1081.000463,10005557.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005558.jpg _P1,1080.001852,1513,1513.00033,1081.00185,10005558.jpg _P1,1080,1513,1513,1081,-1,0,,,
10005559.jpg _P1,1080.001852,1512.000331,1512,1081.00185,10005559.jpg _P1,1080,1512,1512,1081,-1,0,,,
10005560.jpg _P1,1080,1511.000331,1512,1081.000463,10005560.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005561.jpg _P1,1080.000463,1513.001322,1513.00033,1081.000463,10005561.jpg _P1,1080,1513,1513,1081,-1,0,,,
10005562.jpg _P1,1081.00185,1512,1513,1081.000463,10005562.jpg _P1,1081,1512,1513,1081,0,-1,,,
10005563.jpg _P1,1081.00185,1512.000331,1512.000331,1081.00185,10005563.jpg _P1,1081,1512,1512,1081,0,0,,,
10005564.jpg _P1,1080,1513.001322,1512.000331,1081.000463,10005564.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005565.jpg _P1,1080.000463,1513,1512,1080.001852,10005565.jpg _P1,1080,1513,1512,1080,0,1,,,
10005566.jpg _P1,1080.001852,1510.000331,1511,1081.000463,10005566.jpg _P1,1080,1510,1511,1081,-1,-1,,,
10005567.jpg _P1,1080.001852,1512.000331,1513,1081.000463,10005567.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005568.jpg _P1,1080.000463,1512.001323,1513.00033,1081,10005568.jpg _P1,1080,1512,1513,1081,-1,-1,,,
10005569.jpg _P1,1081.000463,1512.000331,1513.001322,1080,10005569.jpg _P1,1081,1512,1513,1080,1,-1,,,
10005570.jpg _P1,1080.000463,1513.00033,1511,1081.004163,10005570.jpg _P1,1080,1513,1511,1081,-1,2,,,
10005571.jpg _P1,1080,1511.002978,1512.001323,1081.000463,10005571.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10005572.jpg _P1,1080.000463,1513,1512.000331,1081.00185,10005572.jpg _P1,1080,1513,1512,1081,-1,1,,,
10005573.jpg _P1,1079.000463,1513.002974,1513.00033,1081.000463,10005573.jpg _P1,1079,1513,1513,1081,-2,0,,,
10005574.jpg _P1,1080.000463,1511.000331,1511,1081.000463,10005574.jpg _P1,1080,1511,1511,1081,-1,0,,,
10005575.jpg _P1,1080.000463,1512.000331,1512.000331,1080.000463,10005575.jpg _P1,1080,1512,1512,1080,0,0,,,
10005576.jpg _P1,1080.000463,1512.001323,1513.001322,1080,10005576.jpg _P1,1080,1512,1513,1080,0,-1,,,
10005577.jpg _P1,1079.001854,1512.000331,1513.00033,1081.000463,10005577.jpg _P1,1079,1512,1513,1081,-2,-1,,,
10005578.jpg _P1,1081,1512.002976,1512.002976,1081,10005578.jpg _P1,1081,1512,1512,1081,0,0,,,
10005579.jpg _P1,1080,1512.001323,1512.001323,1080,10005579.jpg _P1,1080,1512,1512,1080,0,0,,,
10005580.jpg _P1,1080,1512.001323,1512.000331,1081,10005580.jpg _P1,1080,1512,1512,1081,-1,0,,,
