卷號,左上X,左上Y,右上X,右上Y,左下X,左下Y,右下X,右下Y
1684_#1.jpg _P1,121,86,1548,88,118,2255,1545,2256
1685_#1.jpg _P1,119,88,1548,89,118,2256,1545,2257
1686_#1.jpg _P1,119,84,1547,86,117,2253,1543,2254
1687_#1.jpg _P1,124,86,1552,88,120,2255,1547,2256
1688_#1.jpg _P1,130,68,1559,77,118,2237,1545,2245
1689_#1.jpg _P1,120,86,1548,87,119,2255,1545,2255
1690_#1.jpg _P1,120,85,1548,86,119,2254,1545,2255
1691_#1.jpg _P1,120,85,1548,87,117,2254,1544,2256
1692_#1.jpg _P1,121,88,1550,90,119,2257,1546,2258
1693_#1.jpg _P1,123,86,1551,88,119,2255,1547,2257
1694_#1.jpg _P1,120,86,1548,87,118,2255,1545,2255
1695_#1.jpg _P1,120,86,1548,86,118,2255,1546,2255
1696_#1.jpg _P1,121,87,1549,89,118,2256,1545,2257
1697_#1.jpg _P1,121,86,1548,88,118,2255,1544,2256
1698_#1.jpg _P1,119,87,1547,87,118,2256,1545,2256
1699_#1.jpg _P1,123,77,1550,79,119,2247,1546,2248
1700_#1.jpg _P1,120,87,1549,87,119,2255,1546,2256
1701_#1.jpg _P1,121,86,1550,87,118,2255,1547,2257
1702_#1.jpg _P1,121,86,1549,88,118,2255,1545,2257
1703_#1.jpg _P1,122,86,1549,87,120,2255,1546,2255
1704_#1.jpg _P1,122,87,1549,89,119,2255,1546,2257
1705_#1.jpg _P1,123,77,1551,80,118,2245,1544,2248
1706_#1.jpg _P1,119,83,1547,83,119,2251,1546,2251
1707_#1.jpg _P1,123,85,1551,87,118,2253,1547,2256
1708_#1.jpg _P1,122,82,1550,84,119,2251,1546,2253
1709_#1.jpg _P1,123,79,1550,81,119,2248,1546,2250
1710_#1.jpg _P1,121,88,1548,87,120,2262,1547,2260
1711_#1.jpg _P1,121,88,1551,87,120,2261,1549,2260
1712_#1.jpg _P1,121,87,1550,87,120,2261,1548,2259
1713_#1.jpg _P1,120,87,1549,86,120,2261,1548,2259
1714_#1.jpg _P1,121,88,1549,86,120,2261,1548,2259
1715_#1.jpg _P1,120,88,1549,87,120,2262,1548,2260
1716_#1.jpg _P1,121,87,1550,87,120,2261,1548,2259
1717_#1.jpg _P1,121,86,1550,86,120,2260,1547,2259
1718_#1.jpg _P1,121,88,1550,87,121,2261,1548,2260
1719_#1.jpg _P1,121,87,1549,86,121,2261,1548,2258
1720_#1.jpg _P1,121,88,1550,87,119,2261,1548,2260
1721_#1.jpg _P1,120,87,1549,86,119,2260,1547,2259
1722_#1.jpg _P1,122,87,1551,86,119,2260,1548,2260
1723_#1.jpg _P1,121,87,1550,86,118,2260,1546,2260
1724_#1.jpg _P1,121,86,1551,86,120,2259,1547,2259
1725_#1.jpg _P1,121,87,1549,86,120,2260,1549,2259
1726_#1.jpg _P1,121,87,1550,87,120,2261,1548,2260
1727_#1.jpg _P1,120,86,1549,87,118,2261,1545,2260
1728_#1.jpg _P1,120,87,1548,87,120,2261,1548,2260
1729_#1.jpg _P1,121,88,1550,86,119,2260,1548,2259
1730_#1.jpg _P1,122,87,1550,86,120,2260,1548,2260
1731_#1.jpg _P1,121,88,1550,87,120,2261,1548,2260
1732_#1.jpg _P1,122,86,1550,85,120,2259,1548,2258
1733_#1.jpg _P1,121,87,1550,87,119,2261,1547,2261
1734_#1.jpg _P1,122,85,1552,85,120,2259,1547,2259
1735_#1.jpg _P1,121,86,1549,85,120,2260,1548,2258
1736_#1.jpg _P1,121,87,1550,85,121,2260,1549,2258
1737_#1.jpg _P1,122,87,1550,87,120,2260,1547,2259
1738_#1.jpg _P1,121,87,1550,85,121,2261,1549,2259
1739_#1.jpg _P1,120,86,1549,85,118,2259,1546,2259
1740_#1.jpg _P1,121,87,1549,88,118,2261,1545,2261
1741_#1.jpg _P1,122,88,1550,87,120,2261,1548,2260
1742_#1.jpg _P1,121,87,1550,89,119,2261,1546,2261
1743_#1.jpg _P1,121,88,1550,86,121,2260,1549.293,2258.507
1744_#1.jpg _P1,121,89,1550,87,119,2261,1548,2261
1745_#1.jpg _P1,121,87,1548,87,120,2261,1547,2260
1746_#1.jpg _P1,121,87,1550,88,119,2260,1546,2261
1747_#1.jpg _P1,122,87,1551,87,122,2261,1549,2260
1748_#1.jpg _P1,121,87,1550,87,119,2261,1547,2260
1749_#1.jpg _P1,121,88,1550,87,120,2262,1548,2261
1750_#1.jpg _P1,121,87,1550,87,121,2261,1546,2260
1751_#1.jpg _P1,120,87,1550,86,120,2260,1548,2258
1752_#1.jpg _P1,123,86,1552,87,121,2260,1548,2259
1753_#1.jpg _P1,121,86,1550,86,120,2260,1547,2260
1754_#1.jpg _P1,123,85,1552,87,120,2259,1547,2259
1755_#1.jpg _P1,120,87,1549,87,118,2260,1546,2260
1756_#1.jpg _P1,121,87,1550,87,119,2261,1548,2261
1757_#1.jpg _P1,121,88,1548,87,119,2262,1546,2261
1758_#1.jpg _P1,121,87,1550,87,119,2261,1547,2261
1759_#1.jpg _P1,122,83,1550,84,119,2256,1546,2256
1760_#1.jpg _P1,121,88,1550,87,119,2261,1547,2261
1761_#1.jpg _P1,121,88,1549,88,120,2262,1547,2260
1762_#1.jpg _P1,122,87,1550,87,120,2261,1548,2260
1763_#1.jpg _P1,121,87,1550,86,120,2260,1547,2259
1764_#1.jpg _P1,121,88,1550,86,121,2261,1549,2259
1765_#1.jpg _P1,121,87,1550,86,121,2261,1548,2259
1766_#1.jpg _P1,121,87,1550,87,120,2261,1546,2260
1767_#1.jpg _P1,121,85,1551,86,119,2257,1547,2258
1768_#1.jpg _P1,120,87,1550,87,119,2261,1546,2260
1769_#1.jpg _P1,121,86,1550,86,120,2260,1547,2259
1770_#1.jpg _P1,122,88,1551,87,122,2261,1548,2260
1771_#1.jpg _P1,121,86,1549,86,121,2260,1548,2258
1772_#1.jpg _P1,121,87,1550,86,121,2261,1549,2259
1773_#1.jpg _P1,121,87,1549,86,120,2261,1548,2259
1774_#1.jpg _P1,120,83,1549,83,119,2257,1546,2256
1775_#1.jpg _P1,122,85,1552,86,120,2259,1547,2258
1776_#1.jpg _P1,122,86,1551,88,118,2260,1545,2260
1777_#1.jpg _P1,121,86,1550,86,119,2260,1547,2259
1778_#1.jpg _P1,122,84,1551,85,120,2258,1548,2257
1779_#1.jpg _P1,121,86,1551,86,119,2259,1548,2259
1780_#1.jpg _P1,120,85,1549,84,119,2258,1546,2257
1781_#1.jpg _P1,121,82,1550,81,120,2255,1547,2254
1782_#1.jpg _P1,122,87,1551,85,122,2261,1549,2258
1783_#1.jpg _P1,121,87,1550,86,120,2261,1547,2259
1784_#1.jpg _P1,121,87,1550,87,120,2260,1547,2259
1785_#1.jpg _P1,121,87,1549,86,121,2260,1548,2258
1786_#1.jpg _P1,121,87,1550,85,121,2260,1548,2258
1787_#1.jpg _P1,121,88,1549,88,118,2261,1546,2261
1788_#1.jpg _P1,121,87,1550,85,121,2260,1549,2257
1789_#1.jpg _P1,121,87,1550,86,121,2261,1548,2259
1790_#1.jpg _P1,121,88,1550,88,120,2261,1547,2260
1791_#1.jpg _P1,122,86,1550,86,120,2259,1548,2258
1792_#1.jpg _P1,122,91,1550,91,120,2264,1547,2263
1793_#1.jpg _P1,121,87,1549,86,120,2259,1548,2258
1794_#1.jpg _P1,122,89,1550,90,119,2263,1547,2261
1795_#1.jpg _P1,121,87,1550,86,122,2261,1549,2258
1796_#1.jpg _P1,121,88,1550,87,121,2260,1549,2259
1797_#1.jpg _P1,122,87,1550,87,120,2260,1548,2260
1798_#1.jpg _P1,121,87,1549,87,121,2261,1547,2259
1799_#1.jpg _P1,121,88,1549,87,120,2261,1548,2259
1800_#1.jpg _P1,121,88,1549,88,120,2260,1546,2260
1801_#1.jpg _P1,121,89,1550,86,123,2262,1550,2259
1802_#1.jpg _P1,123,79,1552,81,119,2251,1545,2253
1803_#1.jpg _P1,120,87,1549,85,119,2260,1547,2258
1804_#1.jpg _P1,122,88,1551,86,121,2260,1549,2259
1805_#1.jpg _P1,122,87,1551,89,118,2261,1546,2261
1806_#1.jpg _P1,125,77,1555,79,119,2250,1547,2252
1807_#1.jpg _P1,121,88,1549,87,120,2260,1547,2259
1808_#1.jpg _P1,120,88,1549,87,120,2260,1548,2259
1809_#1.jpg _P1,122,87,1551,86,122,2260,1550,2258
1810_#1.jpg _P1,122,87,1550,88,119,2260,1546,2260
1811_#1.jpg _P1,124,78,1553,79,119,2250,1547,2252
1812_#1.jpg _P1,121,88,1550,86,121,2260,1549,2258
1813_#1.jpg _P1,121,83,1550,83,119,2257,1547,2256
1814_#1.jpg _P1,122,87,1551,86,121,2260,1549,2259
1815_#1.jpg _P1,122,88,1551,88,122,2261,1550,2259
1816_#1.jpg _P1,121,88,1550,88,121,2263,1550,2260
1817_#1.jpg _P1,121,87,1549,87,120,2260,1548,2259
1818_#1.jpg _P1,122,86,1551,87,119,2259,1547,2259
1819_#1.jpg _P1,122,87,1552,87,122,2261,1549,2259
1820_#1.jpg _P1,121,87,1550,86,122,2259,1548,2258
1821_#1.jpg _P1,122,87,1552,87,121,2260,1548,2259
1822_#1.jpg _P1,120,87,1550,87,119,2261,1546,2259
1823_#1.jpg _P1,120,88,1549,89,119,2261,1546,2260
1824_#1.jpg _P1,122,87,1550,88,121,2260,1547,2259
1825_#1.jpg _P1,121,87,1550,88,120,2259,1548,2259
1826_#1.jpg _P1,120,87,1548,87,119,2261,1546,2260
1827_#1.jpg _P1,121,88,1550,88,119,2261,1547,2260
1828_#1.jpg _P1,121,87,1549,86,121,2260,1548,2259
1829_#1.jpg _P1,121,87,1549,86,119,2258,1546,2258
1830_#1.jpg _P1,123,88,1552,87,123,2260,1550,2259
1831_#1.jpg _P1,120,88,1550,88,119,2260,1547,2260
1832_#1.jpg _P1,122,86,1552,86,120,2258,1547,2258
1833_#1.jpg _P1,121,86,1551,86,120,2258,1547,2258
1834_#1.jpg _P1,121,86,1551,86,121,2260,1548,2259
1835_#1.jpg _P1,121,87,1550,87,121,2261,1547,2259
1836_#1.jpg _P1,121,88,1549,88,120,2260,1547,2259
1837_#1.jpg _P1,119,88,1549,87,120,2261,1547,2259
1838_#1.jpg _P1,121,87,1550,86,122,2260,1549,2258
1839_#1.jpg _P1,120,88,1549,88,119,2261,1545,2261
1840_#1.jpg _P1,121,88,1550,88,120,2261,1547,2260
1841_#1.jpg _P1,121,88,1549,88,122,2262,1548,2260
1842_#1.jpg _P1,122,89,1550,90,118,2262,1545,2262
1843_#1.jpg _P1,122,86,1550,88,119,2259,1546,2259
1844_#1.jpg _P1,121,87,1549,88,119,2260,1545,2260
1845_#1.jpg _P1,121,86,1551,87,119,2259,1547,2259
1846_#1.jpg _P1,121,88,1549,87,120,2260,1547,2260
1847_#1.jpg _P1,122,87,1551,88,120,2260,1547,2260
1848_#1.jpg _P1,121,88,1550,88,120,2261,1547,2261
1849_#1.jpg _P1,122,86,1551,86,121,2259,1549,2258
1850_#1.jpg _P1,122,87,1550,86,121,2260,1549,2258
1851_#1.jpg _P1,121,87,1550,87,120,2261,1546,2259
1852_#1.jpg _P1,121,87,1550,86,121,2260,1548,2258
1853_#1.jpg _P1,122,87,1551,88,120,2261,1548,2259
1854_#1.jpg _P1,121,88,1550,85,124,2261,1551,2257
1855_#1.jpg _P1,120,87,1548,86,121,2260,1548,2258
1856_#1.jpg _P1,121,87,1550,87,119,2262,1547,2259
1857_#1.jpg _P1,122,87,1552,87,121,2261,1548,2259
1858_#1.jpg _P1,122,86,1551,87,120,2260,1548,2258
1859_#1.jpg _P1,120,88,1550,87,120,2261,1548,2259
1860_#1.jpg _P1,121,86,1549,86,121,2260,1548,2257
1861_#1.jpg _P1,120,87,1549,86,121,2261,1548,2258
1862_#1.jpg _P1,120,87,1549,85,122,2259,1548,2257
1863_#1.jpg _P1,120,87,1549,88,119,2262,1547,2260
1864_#1.jpg _P1,121,88,1549,87,121,2261,1547,2259
1865_#1.jpg _P1,122,86,1550,86,121,2260,1548,2258
1866_#1.jpg _P1,121,87,1549,86,121,2261,1548,2259
1867_#1.jpg _P1,120,88,1548,87,120,2262,1547,2259
1868_#1.jpg _P1,120,86,1549,86,120,2261,1547,2258
1869_#1.jpg _P1,122,86,1551,86,119,2260,1548,2259
1870_#1.jpg _P1,120,87,1549,86,120,2260,1548,2257
1871_#1.jpg _P1,120,87,1549,86,120,2261,1547,2258
1872_#1.jpg _P1,121,87,1550,87,120,2261,1548,2259
1873_#1.jpg _P1,123,87,1552,87,120,2262,1548,2260
1874_#1.jpg _P1,121,87,1550,86,120,2261,1548,2258
1875_#1.jpg _P1,121,86,1551,86,121,2261,1549,2258
1876_#1.jpg _P1,121,87,1550,86,120,2261,1548,2258
1877_#1.jpg _P1,121,86,1550,86,120,2259,1547,2258
1878_#1.jpg _P1,121,86,1550,86,119,2259,1547,2258
1879_#1.jpg _P1,121,88,1550,88,120,2262,1548,2261
1880_#1.jpg _P1,121,87,1551,87,120,2261,1547,2259
1881_#1.jpg _P1,123,86,1553,88,120,2260,1547,2260
1882_#1.jpg _P1,120,85,1549,83,120,2259,1547,2256
1883_#1.jpg _P1,122,87,1552,86,122,2262,1549,2259
1884_#1.jpg _P1,123,86,1553,86,122,2261,1549,2259
1885_#1.jpg _P1,121,86,1550,87,119,2259,1546,2259
1886_#1.jpg _P1,121,88,1549,87,121,2262,1548,2259
1887_#1.jpg _P1,120,87,1549,86,120,2261,1548,2259
1888_#1.jpg _P1,120,89,1549,88,120,2262,1548,2261
1889_#1.jpg _P1,121,86,1550,86,120,2260,1548,2258
1890_#1.jpg _P1,120,87,1543,87,120,2261,1541,2260
1891_#1.jpg _P1,121,87,1550,87,120,2261,1547,2260
1892_#1.jpg _P1,120,87,1548,84,122,2260,1549,2258
1893_#1.jpg _P1,122,87,1550,87,121,2260,1549,2259
1894_#1.jpg _P1,120,87,1548,86,120,2260,1546,2259
1895_#1.jpg _P1,120,87,1549,86,121,2261,1548,2258
1896_#1.jpg _P1,122,87,1551,86,121,2260,1549,2258
1897_#1.jpg _P1,123,87,1551,88,119,2260,1548,2260
1898_#1.jpg _P1,122,88,1550,88,121,2261,1547,2260
1899_#1.jpg _P1,120,86,1549,86,120,2260,1547,2258
1900_#1.jpg _P1,120,87,1548,88,119,2261,1547,2260
1901_#1.jpg _P1,120,88,1548,86,121,2261,1548,2258
1902_#1.jpg _P1,121,88,1549,87,120,2261,1549,2260
1903_#1.jpg _P1,120,88,1549,86,121,2261,1549,2257
1904_#1.jpg _P1,122,87,1551,87,121,2260,1549,2259
1905_#1.jpg _P1,121,87,1549,87,119,2260,1547,2259
1906_#1.jpg _P1,120,88,1550,85,123,2260,1550,2257
1907_#1.jpg _P1,121,88,1549,87,122,2261,1548,2258
1908_#1.jpg _P1,120,88,1548,88,120,2261,1546,2261
1909_#1.jpg _P1,120,87,1549,85,122,2260,1549,2257
1910_#1.jpg _P1,120,88,1549,86,122,2260,1548,2258
1911_#1.jpg _P1,121,88,1550,88,120,2261,1548,2259
1912_#1.jpg _P1,122,87,1550,87,121,2259,1549,2258
1913_#1.jpg _P1,120,88,1549,87,120,2261,1548,2259
1914_#1.jpg _P1,121,88,1550,87,122,2261,1549,2259
1915_#1.jpg _P1,120,87,1549,87,120,2260,1548,2259
1916_#1.jpg _P1,120,87,1549,87,119,2260,1547,2258
1917_#1.jpg _P1,121,89,1549,88,120,2261,1547,2260
1918_#1.jpg _P1,121,86,1549,87,119,2259,1545,2259
1919_#1.jpg _P1,121,89,1551,86,124,2262,1550,2258
1920_#1.jpg _P1,121,89,1551,88,121,2261,1548,2259
1921_#1.jpg _P1,121,88,1549,87,121,2262,1547,2259
1922_#1.jpg _P1,120,86,1549,85,119,2260,1546,2258
1923_#1.jpg _P1,121,89,1550,88,121,2261,1547,2259
1924_#1.jpg _P1,121,87,1550,87,120,2260,1546,2259
1925_#1.jpg _P1,121,87,1550,86,120,2260,1548,2259
1926_#1.jpg _P1,120,88,1549,86,121,2262,1548,2258
1927_#1.jpg _P1,121,90,1550,86,122,2261,1550,2257
1928_#1.jpg _P1,122,87,1551,86,121,2260,1548,2258
1929_#1.jpg _P1,119,87,1548,86,119,2261,1547,2258
1930_#1.jpg _P1,121,87,1550,85,120,2260,1547,2257
1931_#1.jpg _P1,120,86,1549,84,121,2259,1549,2256
1932_#1.jpg _P1,120,86,1549,84,121,2259,1549,2256
1933_#1.jpg _P1,121,86,1549,85,120,2259,1548,2257
1934_#1.jpg _P1,120,87,1549,86,120,2260,1546,2259
1935_#1.jpg _P1,121,87,1550,85,123,2260,1549,2257
1936_#1.jpg _P1,122,86,1552,87,119,2258,1548,2258
1937_#1.jpg _P1,121,86,1550,86,119,2259,1547,2258
1938_#1.jpg _P1,121,87,1549,86,121,2259,1548,2258
1939_#1.jpg _P1,121,86,1549,86,118,2259,1546,2258
1940_#1.jpg _P1,122,86,1551,87,120,2259,1547,2258
1941_#1.jpg _P1,122,87,1551,86,121,2260,1549,2258
1942_#1.jpg _P1,121,88,1551,86,122,2261,1550,2258
1943_#1.jpg _P1,121,88,1550,86,121,2261,1549,2258
1944_#1.jpg _P1,121,83,1549,83,121,2256,1548,2254
1945_#1.jpg _P1,121,88,1550,87,121,2261,1548,2258
1946_#1.jpg _P1,120,88,1549,86,120,2261,1548,2258
1947_#1.jpg _P1,122,86,1551,86,119,2259,1547,2258
1948_#1.jpg _P1,120,86,1550,85,121,2259,1549,2256
1949_#1.jpg _P1,121,88,1550,87,120,2260,1547,2260
1950_#1.jpg _P1,121,88,1549,87,121,2260,1548,2258
1951_#1.jpg _P1,120,88,1548,85,121,2260,1547,2258
1952_#1.jpg _P1,120,86,1548,83,123,2259,1548,2255
1953_#1.jpg _P1,121,88,1550,88,119,2261,1547,2260
1954_#1.jpg _P1,121,88,1550,87,121,2261,1548,2258
1955_#1.jpg _P1,121,88,1549,87,120,2261,1547,2259
1956_#1.jpg _P1,121,87,1550,86,121,2260,1547,2258
1957_#1.jpg _P1,118,86,1536,88,118,2253,1534,2255
1958_#1.jpg _P1,119,83,1538,85,119,2251,1535,2252
1959_#1.jpg _P1,119,85,1537,87,118,2253,1534,2255
1960_#1.jpg _P1,120,85,1538,86,118,2251,1534,2254
1961_#1.jpg _P1,120,86,1537,88,118,2253,1534,2254
1962_#1.jpg _P1,119,86,1538,87,120,2253,1536,2253
1963_#1.jpg _P1,123,73,1540,77,118,2241,1533,2244
1964_#1.jpg _P1,118,82,1535,82,118,2249,1534,2250
1965_#1.jpg _P1,119,85,1537,86,120,2253,1534,2253
1966_#1.jpg _P1,120,85,1537,87,119,2252,1535,2253
1967_#1.jpg _P1,119,87,1536,89,118,2255,1535,2256
1968_#1.jpg _P1,119,84,1537,86,119,2252,1535,2253
1969_#1.jpg _P1,119,85,1537,87,119,2252,1534,2254
1970_#1.jpg _P1,118,86,1536,87,118,2252,1534,2253
1971_#1.jpg _P1,119,82,1537,84,118,2250,1534,2251
1972_#1.jpg _P1,120,84,1539,86,119,2252,1536,2253
1973_#1.jpg _P1,119,87,1537,87,119,2253,1534,2254
1974_#1.jpg _P1,119,86,1536,88,119,2254,1534,2254
1975_#1.jpg _P1,118,85,1537,87,118,2253,1533,2254
1976_#1.jpg _P1,119,87,1536,88,118,2254,1534,2255
1977_#1.jpg _P1,119,79,1537,81,118,2246,1533,2247
1978_#1.jpg _P1,119,88,1536,90,119,2256,1535,2256
1979_#1.jpg _P1,118,86,1536,88,118,2254,1533,2255
1980_#1.jpg _P1,119,81,1537,83,117,2249,1533,2250
1981_#1.jpg _P1,119,86,1537,88,118,2254,1533,2255
1982_#1.jpg _P1,119,85,1537,88,117,2253,1534,2255
1983_#1.jpg _P1,119,79,1537,82,117,2247,1532.931,2250.065
1984_#1.jpg _P1,119,86,1537,88,118,2253,1534,2254
1985_#1.jpg _P1,119,85,1537,87,119,2253,1533.921,2254.449
1986_#1.jpg _P1,119,85,1538,87,118,2252,1535,2254
1987_#1.jpg _P1,118,84,1536,86,117,2251,1532,2253
1988_#1.jpg _P1,119,85,1536,87,118,2252,1533,2254
1989_#1.jpg _P1,119,87,1537,90,117,2255,1532,2257
1990_#1.jpg _P1,119,85,1538,86,119,2252,1534,2252
1991_#1.jpg _P1,119,87,1537,90,118,2254,1534,2256
1992_#1.jpg _P1,119,86,1537,86,120,2253,1535,2254
1993_#1.jpg _P1,120,86,1538,85,122,2254,1538,2252
1994_#1.jpg _P1,118,85,1535,86,118,2252,1534,2254
1995_#1.jpg _P1,119,86,1537,87,118,2253,1533,2256
1996_#1.jpg _P1,119,85,1537,85,120,2252,1535,2253
1997_#1.jpg _P1,119,86,1536,87,119,2253,1535,2255
1998_#1.jpg _P1,119,85,1537,86,118,2253,1533,2255
1999_#1.jpg _P1,118,78,1535,79,117,2245,1532,2247
2000_#1.jpg _P1,119,87,1537,87,119,2253,1535,2255
2001_#1.jpg _P1,119,87,1536,88,118,2254,1534,2256
2002_#1.jpg _P1,119,84,1537,85,119,2251,1534,2253
2003_#1.jpg _P1,119,86,1536,87,119,2253,1534,2255
2004_#1.jpg _P1,120,86,1539,87,120,2252,1536,2255
2005_#1.jpg _P1,118,82,1536,82,118,2249,1534,2250
2006_#1.jpg _P1,118,87,1536,88,118,2254,1534,2256
2007_#1.jpg _P1,119,87,1537,87,119,2253,1535,2256
2008_#1.jpg _P1,119,85,1536,86,119,2252,1534,2253
2009_#1.jpg _P1,118,86,1537,86,120,2253,1534,2254
2010_#1.jpg _P1,119,86,1537,88,119,2253,1534,2256
2011_#1.jpg _P1,119,86,1536,86,120,2253,1535,2253
2012_#1.jpg _P1,119,87,1537,87,118,2253,1534,2255
2013_#1.jpg _P1,121,78,1538,80,118,2245,1533,2248
2014_#1.jpg _P1,119,86,1536,86,119,2253,1535,2254
2015_#1.jpg _P1,119,86,1537,87,118,2253,1534,2255
2016_#1.jpg _P1,119,84,1536,86,118,2252,1533,2254
2017_#1.jpg _P1,119,85,1537,87,118,2252,1532,2255
2018_#1.jpg _P1,119,85,1535,86,119,2252,1534,2254
2019_#1.jpg _P1,119,85,1537,86,118,2252,1533,2254
2020_#1.jpg _P1,119,86,1537,86,121,2252,1536,2253
2021_#1.jpg _P1,120,83,1537,85,118,2250,1533,2253
2022_#1.jpg _P1,119,86,1536,86,120,2253,1535,2254
2023_#1.jpg _P1,120,85,1538,86,119,2253,1535,2255
2024_#1.jpg _P1,119,83,1538,85,117,2250,1534,2253
2025_#1.jpg _P1,119,87,1537,88,119,2254,1534,2256
2026_#1.jpg _P1,119,88,1536,89,119,2254,1534,2256
2027_#1.jpg _P1,118,85,1545,84,119,2257,1547,2254
2028_#1.jpg _P1,119,85,1547,85,120,2256,1548,2254
2029_#1.jpg _P1,119,86,1547,86,118,2257,1546,2255
2030_#1.jpg _P1,118,85,1547,84,119,2255,1547,2253
2031_#1.jpg _P1,120,86,1549,84,122,2257,1549,2253
2032_#1.jpg _P1,119,85,1547,84,119,2256,1547,2254
2033_#1.jpg _P1,119,84,1547,84,120,2255,1547,2252
2034_#1.jpg _P1,121,85,1549,85,120,2256,1547,2254
2035_#1.jpg _P1,120,89,1549,88,121,2260,1548,2257
2036_#1.jpg _P1,120,87,1549,87,118,2257,1546,2256
2037_#1.jpg _P1,121,87,1549,88,118,2258,1546,2257
2038_#1.jpg _P1,119,86,1548,86,119,2257,1546,2255
2039_#1.jpg _P1,121,86,1550,86,119,2257,1547,2255
2040_#1.jpg _P1,122,85,1550,86,119,2255,1546,2256
2041_#1.jpg _P1,121,87,1550,86,119,2257,1547,2256
2042_#1.jpg _P1,120,88,1549,88,120,2259,1547,2257
2043_#1.jpg _P1,121,85,1549,86,119,2255,1546,2255
2044_#1.jpg _P1,120,86,1548,87,118,2257,1545,2256
2045_#1.jpg _P1,120,86,1549,87,119,2258,1547,2256
2046_#1.jpg _P1,120,83,1549,83,119,2253,1547,2252
2047_#1.jpg _P1,121,87,1550,87,119,2257,1547,2256
2048_#1.jpg _P1,122,85,1550,86,121,2255,1547,2255
2049_#1.jpg _P1,121,88,1549,88,121,2259,1548,2257
2050_#1.jpg _P1,121,83,1550,85,119,2253,1545,2253
2051_#1.jpg _P1,120,86,1550,86,120,2257,1547,2255
2052_#1.jpg _P1,120,86,1549,87,119,2258,1546,2256
2053_#1.jpg _P1,122,87,1551,88,120,2257,1547,2257
2054_#1.jpg _P1,119,87,1547,87,120,2258,1546,2256
2055_#1.jpg _P1,121,87,1550,88,119,2258,1546,2257
2056_#1.jpg _P1,121,86,1549,87,118,2257,1546,2256
2057_#1.jpg _P1,120,87,1549,86,120,2257,1547,2255
2058_#1.jpg _P1,121,86,1550,86,119,2256,1546,2255
2059_#1.jpg _P1,121,84,1550,84,121,2254,1548,2253
2060_#1.jpg _P1,120,86,1549,86,120,2256,1546,2255
2061_#1.jpg _P1,119,86,1548,86,119,2257,1546,2255
2062_#1.jpg _P1,121,86,1549,87,119,2257,1546,2256
2063_#1.jpg _P1,118,86,1534,83,123,2253,1538,2251
2064_#1.jpg _P1,118,86,1535,85,120,2254,1536,2252
2065_#1.jpg _P1,117,86,1534,84,121,2254,1536,2251
2066_#1.jpg _P1,117,84,1534,83,120,2252,1536,2249
2067_#1.jpg _P1,117,84,1534,83,121,2252,1537,2250
2068_#1.jpg _P1,118,82,1535,80,122,2251,1538,2246
2069_#1.jpg _P1,117,85,1535,83,121,2254,1536,2250
2070_#1.jpg _P1,120,82,1535,83,118,2251,1534,2250
2071_#1.jpg _P1,117,85,1533,85,118,2253,1534,2252
2072_#1.jpg _P1,117,85,1534,83,120,2253,1536,2250
2073_#1.jpg _P1,118,85,1535,84,120,2253,1536,2250
2074_#1.jpg _P1,118,86,1534,84,122,2255,1539,2251
2075_#1.jpg _P1,118,85,1534,84,121,2253,1537,2251
2076_#1.jpg _P1,118,86,1534,84,121,2254,1536,2252
2077_#1.jpg _P1,118,84,1534,83,120,2252,1536,2251
2078_#1.jpg _P1,118,84,1536,83,122,2251,1538,2249
2079_#1.jpg _P1,118,85,1534,83,121,2253,1537,2250
2080_#1.jpg _P1,117,86,1535,84,121,2254,1538,2252
2081_#1.jpg _P1,117,85,1534,85,119,2253,1534,2251
2082_#1.jpg _P1,118,85,1535,83,121,2252,1538,2250
2083_#1.jpg _P1,118,83,1535,82,119,2250,1536,2250
2084_#1.jpg _P1,118,86,1535,84,121,2253,1537,2252
2085_#1.jpg _P1,118,83,1535,83,119,2251,1535,2249
2086_#1.jpg _P1,117,85,1535,85,120,2253,1536,2251
2087_#1.jpg _P1,118,86,1535,85,120,2254,1537,2253
2088_#1.jpg _P1,118,84,1535,83,120,2253,1536,2251
2089_#1.jpg _P1,117,85,1535,84,121,2253,1536,2251
2090_#1.jpg _P1,118,84,1535,83,121,2251,1537,2249
2091_#1.jpg _P1,118,83,1535,82,120,2251,1536,2249
2092_#1.jpg _P1,118,86,1535,84,122,2254,1538,2251
2093_#1.jpg _P1,117,83,1534,84,118,2252,1534,2250
2094_#1.jpg _P1,118,84,1535,84,119,2252,1536,2251
2095_#1.jpg _P1,118,82,1534,82,119,2250,1535,2250
2096_#1.jpg _P1,118,83,1535,82,119,2250,1535,2250
2097_#1.jpg _P1,121,79,1538,81,118,2247,1534,2249
2098_#1.jpg _P1,117,84,1535,85,118,2253,1534,2251
2099_#1.jpg _P1,119,85,1537,86,118,2252,1534,2253
2100_#1.jpg _P1,118,85,1536,84,121,2252,1537,2250
2101_#1.jpg _P1,117,86,1534,84,120,2252,1535,2251
2102_#1.jpg _P1,118,85,1536,85,119,2251,1534,2250
2103_#1.jpg _P1,118,86,1536,86,119,2254,1534,2253
2104_#1.jpg _P1,119,85,1537,86,119,2252,1535,2253
2105_#1.jpg _P1,118,87,1535,87,118,2253,1533,2253
