卷號,左上X,左上Y,右上X,右上Y,左下X,左下Y,右下X,右下Y
0840_#1.jpg _P1,120,86,1548,86,119,2254,1544,2255
0841_#1.jpg _P1,121,86,1548,88,118,2255,1543,2256
0842_#1.jpg _P1,122,85,1550,86,120,2253,1545,2253
0843_#1.jpg _P1,123,86,1550,88,119,2254,1544,2256
0844_#1.jpg _P1,124,85,1550,87,119,2254,1546,2256
0845_#1.jpg _P1,121,87,1549,88,120,2256,1545,2256
0846_#1.jpg _P1,121,86,1548,86,120,2255,1546,2255
0847_#1.jpg _P1,124,85,1551,87,119,2253,1547,2255
0848_#1.jpg _P1,124,85,1551,87,119,2254,1546,2255
0849_#1.jpg _P1,122,86,1549,87,120,2255,1545,2255
0850_#1.jpg _P1,122,86,1549,88,118,2254,1544,2256
0851_#1.jpg _P1,122,86,1550,88,120,2255,1545,2255
0852_#1.jpg _P1,120,86,1547,87,119,2255,1544,2254
0853_#1.jpg _P1,122,72,1549,75,118,2241,1543,2242
0854_#1.jpg _P1,120,87,1547,88,119,2256,1544,2256
0855_#1.jpg _P1,120,88,1547,87,121,2257,1545.198,2255.073
0856_#1.jpg _P1,123,85,1551,87,119,2254,1546,2254
0857_#1.jpg _P1,122,83,1548,85,119,2252,1544,2253
0858_#1.jpg _P1,124,85,1550,87,119,2253,1544,2255
0859_#1.jpg _P1,120,78,1547,78,120,2246,1546,2245
0860_#1.jpg _P1,122,84,1549,85,120,2253,1545,2253
0861_#1.jpg _P1,120,87,1547,87,120,2256,1545,2255
0862_#1.jpg _P1,122,87,1549,89,120,2256,1546,2256
0863_#1.jpg _P1,123,86,1550,87,120,2254,1547,2255
0864_#1.jpg _P1,121,86,1549,87,118,2254,1546,2255
0865_#1.jpg _P1,122,84,1549,86,119,2253,1545,2253
0866_#1.jpg _P1,121,87,1548,87,119,2256,1544,2255
0867_#1.jpg _P1,122,86,1548,87,118,2254,1545,2255
0868_#1.jpg _P1,121,86,1548,87,120,2255,1545,2254
0869_#1.jpg _P1,124,86,1550,87,120,2254,1547,2255
0870_#1.jpg _P1,121,86,1548,87,119,2255,1544,2255
0871_#1.jpg _P1,121,87,1549,88,121,2256,1546,2256
0872_#1.jpg _P1,121,86,1548,87,119,2255,1544,2256
0873_#1.jpg _P1,120,86,1548,88,118,2255,1543,2256
0874_#1.jpg _P1,121,86,1548,84,124,2255,1549,2251
0875_#1.jpg _P1,123,84,1550,87,119,2253,1545,2254
0876_#1.jpg _P1,122,86,1548,87,119,2255,1545,2255
0877_#1.jpg _P1,121,87,1547,88,119,2256,1544,2255
0878_#1.jpg _P1,121,85,1548,86,119,2253,1545,2253
0879_#1.jpg _P1,122,88,1550,89,119,2256,1547,2257
0880_#1.jpg _P1,124,79,1551,81,119,2247,1546,2249
0881_#1.jpg _P1,124,81,1551,83,119,2250,1545,2251
0882_#1.jpg _P1,124,79,1550,82,119,2248,1544,2249
0883_#1.jpg _P1,121,88,1547,89,118,2257,1543,2256
0884_#1.jpg _P1,121,87,1548,87,120,2256,1547,2255
0885_#1.jpg _P1,123,86,1551,87,120,2255,1546,2256
0886_#1.jpg _P1,122,86,1550,88,119,2255,1546,2256
0887_#1.jpg _P1,123,85,1551,87,120,2253,1547,2254
0888_#1.jpg _P1,121,87,1548,88,118,2256,1544,2256
0889_#1.jpg _P1,123,86,1550,88,119,2255,1544,2255
0890_#1.jpg _P1,125,87,1551,89,120,2256,1547,2257
0891_#1.jpg _P1,125,86,1552,88,120,2254,1547,2256
0892_#1.jpg _P1,122,85,1549,87,119,2254,1545,2255
0893_#1.jpg _P1,122,87,1549,88,120,2256,1545,2257
0894_#1.jpg _P1,122,87,1549,89,119,2256,1544,2257
0895_#1.jpg _P1,123,87,1550,88,120,2255,1547,2256
0896_#1.jpg _P1,122,86,1548,87,119,2254,1545,2255
0897_#1.jpg _P1,125,86,1552,89,119,2254,1547,2256
0898_#1.jpg _P1,122,86,1550,87,119,2255,1546,2256
0899_#1.jpg _P1,121,86,1548,86,118,2254,1544,2255
0900_#1.jpg _P1,123,86,1550,88,120,2255,1545,2256
0901_#1.jpg _P1,124,88,1551,90,120,2257,1547,2258
0902_#1.jpg _P1,122,85,1549,86,118,2254,1544,2254
0903_#1.jpg _P1,122,87,1549,88,119,2255,1544,2256
0904_#1.jpg _P1,122,88,1548,90,119,2257,1544,2257
0905_#1.jpg _P1,121,87,1548,88,119,2256,1544,2256
0906_#1.jpg _P1,122,89,1549,90,120,2257,1545,2258
0907_#1.jpg _P1,124,86,1551,88,119,2254,1546,2256
0908_#1.jpg _P1,129,79,1555,85,119,2247,1546,2253
0909_#1.jpg _P1,125,81,1551,84,119,2250,1545,2252
0910_#1.jpg _P1,123,88,1550,89,119,2256,1545,2257
0911_#1.jpg _P1,123,83,1551,86,118,2251,1545,2253
0912_#1.jpg _P1,124,85,1550,87,120,2254,1545,2256
0913_#1.jpg _P1,122,87,1548,88,119,2256,1544,2256
0914_#1.jpg _P1,125,81,1551,83,119,2250,1545,2251
0915_#1.jpg _P1,122,86,1548,87,119,2255,1544,2255
0916_#1.jpg _P1,125,85,1553,87,120,2254,1547,2255
0917_#1.jpg _P1,123,85,1550,86,120,2255,1545,2255
0918_#1.jpg _P1,124,86,1551,87,119,2255,1546,2256
0919_#1.jpg _P1,124,85,1551,86,120,2254,1547,2255
0920_#1.jpg _P1,123,85,1550,87,119,2254,1544,2255
0921_#1.jpg _P1,122,85,1550,87,118,2254,1545,2255
0922_#1.jpg _P1,123,85,1550,86,120,2254,1545,2254
0923_#1.jpg _P1,119,79,1547,79,118,2248,1543,2247
0924_#1.jpg _P1,123,86,1550,86,120,2255,1546,2255
0925_#1.jpg _P1,123,81,1550,83,119,2250,1544,2251
0926_#1.jpg _P1,122,86,1548,86,119,2254,1544,2254
0927_#1.jpg _P1,123,85,1550,87,120,2255,1545,2255
0928_#1.jpg _P1,122,84,1548,85,119,2252,1543,2253
0929_#1.jpg _P1,122,84,1549,86,120,2253,1544,2254
0930_#1.jpg _P1,121,86,1549,87,119,2255,1545,2255
0931_#1.jpg _P1,124,84,1551,87,119,2254,1545,2255
0932_#1.jpg _P1,122,86,1549,87,119,2255,1544,2256
0933_#1.jpg _P1,124,86,1551,88,120,2255,1545,2256
0934_#1.jpg _P1,122,85,1549,86,119,2254,1544,2255
0935_#1.jpg _P1,124,87,1550,88,119,2256,1544,2256
0936_#1.jpg _P1,122,87,1550,88,119,2256,1544,2256
0937_#1.jpg _P1,121,86,1548,87,118,2255,1544,2255
0938_#1.jpg _P1,122,87,1549,87,120,2256,1545,2256
0939_#1.jpg _P1,122,86,1549,87,120,2254,1544,2254
0940_#1.jpg _P1,122,85,1549,87,119,2254,1545,2255
0941_#1.jpg _P1,125,84,1551,86,119,2253,1545,2254
0942_#1.jpg _P1,121,85,1547,85,119,2253,1543,2253
0943_#1.jpg _P1,120,86,1547,86,119,2255,1544,2254
0944_#1.jpg _P1,121,86,1549,86,120,2256,1545,2255
0945_#1.jpg _P1,124,86,1550,87,119,2254,1545,2256
0946_#1.jpg _P1,123,85,1550,87,119,2254,1545,2255
0947_#1.jpg _P1,121,83,1548,84,120,2252,1545,2251
0948_#1.jpg _P1,122,83,1550,85,119,2252,1544,2252
0949_#1.jpg _P1,121,85,1548,85,120,2254,1544,2253
0950_#1.jpg _P1,122,81,1550,81,120,2249,1546,2249
0951_#1.jpg _P1,121,79,1548,79,119,2247,1545,2246
0952_#1.jpg _P1,121,84,1547,84,119,2253,1544,2252
0953_#1.jpg _P1,123,84,1550,84,122,2253,1548,2251
0954_#1.jpg _P1,120,84,1546,84,119,2252,1545,2251
0955_#1.jpg _P1,121,83,1547,84,118,2251,1544,2251
0956_#1.jpg _P1,121,86,1548,85,120,2254,1545,2253
0957_#1.jpg _P1,121,85,1548,84,122,2254,1547,2251
0958_#1.jpg _P1,121,83,1547,83,118,2251,1544,2251
0959_#1.jpg _P1,121,85,1548,85,120,2254,1545,2253
0960_#1.jpg _P1,121,85,1548,85,119,2253,1544,2253
0961_#1.jpg _P1,121,85,1548,85,120,2253,1545,2252
0962_#1.jpg _P1,122,85,1549,86,119,2254,1544,2255
0963_#1.jpg _P1,122,84,1548,85,120,2253,1546,2252
0964_#1.jpg _P1,121,87,1549,87,121,2256,1546,2254
0965_#1.jpg _P1,121,85,1547,84,120,2254,1545,2252
0966_#1.jpg _P1,120,84,1547,84,120,2253,1545,2252
0967_#1.jpg _P1,121,85,1548,85,120,2254,1546,2253
0968_#1.jpg _P1,120,86,1547,85,119,2254,1544,2253
0969_#1.jpg _P1,120,86,1547,86,119,2255,1546,2253
0970_#1.jpg _P1,122,84,1548,84,119,2253,1546,2252
0971_#1.jpg _P1,120,85,1547,85,119,2254,1544,2253
0972_#1.jpg _P1,121,86,1547,87,119,2255,1544,2254
0973_#1.jpg _P1,121,85,1548,85,121,2254,1546,2252
0974_#1.jpg _P1,121,88,1548,87,121,2256,1546,2254
0975_#1.jpg _P1,121,84,1548,84,119,2252,1545,2252
0976_#1.jpg _P1,121,88,1548,86,122,2256,1547,2254
0977_#1.jpg _P1,121,85,1548,85,120,2254,1546,2253
0978_#1.jpg _P1,123,86,1549,86,120,2254,1547,2255
0979_#1.jpg _P1,121,86,1549,87,119,2255,1544,2255
0980_#1.jpg _P1,123,84,1550,85,120,2252,1545,2253
0981_#1.jpg _P1,120,85,1536,86,118,2252,1541,2252
0982_#1.jpg _P1,125,79,1540,83,118,2245,1540,2249
0983_#1.jpg _P1,121,83,1536,85,118,2248,1538,2250
0984_#1.jpg _P1,122,73,1539,76,119,2238,1539,2242
0985_#1.jpg _P1,125,72,1541,76,119,2238,1540,2242
0986_#1.jpg _P1,123,81,1538,84,118,2246,1539,2249
0987_#1.jpg _P1,121,82,1538,85,118,2248,1539,2250
0988_#1.jpg _P1,119,75,1535,76,117,2241,1539,2241
0989_#1.jpg _P1,121,70,1537,72,118,2236,1539,2237
0990_#1.jpg _P1,119,83,1537,84,117,2249,1539,2250
0991_#1.jpg _P1,122,84,1538,86,119,2250,1541,2252
0992_#1.jpg _P1,122,81,1538,84,118,2247,1540,2250
0993_#1.jpg _P1,121,83,1537,85,117,2249,1540,2250
0994_#1.jpg _P1,120,85,1535,86,118,2251,1540,2251
0995_#1.jpg _P1,126,80,1540,84,119,2246,1540,2249
0996_#1.jpg _P1,126,82,1541,86,119,2248,1542,2251
0997_#1.jpg _P1,126,80,1542,84,119,2246,1542,2249
0998_#1.jpg _P1,126,80,1540,84,118,2246,1540,2250
0999_#1.jpg _P1,123,83,1538,85,118,2248,1540,2250
1000_#1.jpg _P1,126,79,1541,83,119,2245,1541,2249
1001_#1.jpg _P1,123,81,1539,84,118,2247,1540,2250
1002_#1.jpg _P1,120,84,1535,86,117,2251,1538,2252
1003_#1.jpg _P1,120,85,1537,86,118,2251,1539,2252
1004_#1.jpg _P1,123,82,1539,84,119,2247,1540,2251
1005_#1.jpg _P1,125,64,1541,69,118,2230,1539,2234
1006_#1.jpg _P1,124,81,1540,84,118,2246,1540,2250
1007_#1.jpg _P1,126,80,1541,85,119,2246,1540,2250
1008_#1.jpg _P1,127,80,1541,84,118,2246,1540,2250
1009_#1.jpg _P1,123,85,1537,87,119,2251,1541,2252
1010_#1.jpg _P1,121,85,1537,87,118,2251,1540,2253
1011_#1.jpg _P1,122,85,1536,86,119,2251,1540,2252
1012_#1.jpg _P1,123,82,1538,85,118,2248,1539,2251
1013_#1.jpg _P1,121,85,1536,87,118,2251,1538,2253
1014_#1.jpg _P1,119,86,1535,87,118,2252,1539,2253
1015_#1.jpg _P1,121,82,1537,84,117,2248,1538,2250
1016_#1.jpg _P1,122,84,1538,87,119,2250,1539,2252
1017_#1.jpg _P1,121,86,1538,87,118,2251,1541,2253
1018_#1.jpg _P1,124,74,1540,78,118,2240,1540,2244
1019_#1.jpg _P1,119,86,1535,87,118,2252,1538,2252
1020_#1.jpg _P1,123,81,1539,84,118,2247,1540,2250
1021_#1.jpg _P1,122,82,1538,84,118,2249,1539,2250
1022_#1.jpg _P1,123,81,1538,85,118,2248,1539,2250
1023_#1.jpg _P1,122,84,1537,86,116.8562,2248.884,1540,2252
1024_#1.jpg _P1,121,86,1537,86,121,2252,1542,2252
1025_#1.jpg _P1,122,80,1538,83,118,2247,1539,2248
1026_#1.jpg _P1,118,79,1534,80,118,2245,1539,2244
1027_#1.jpg _P1,119,87,1535,88,118,2253,1538,2254
1028_#1.jpg _P1,119,86,1536,87,119,2253,1540,2252
1029_#1.jpg _P1,120,87,1536,89,118,2253,1539,2254
1030_#1.jpg _P1,118,78,1534,79,118,2244,1538,2244
1031_#1.jpg _P1,119,86,1535,88,118,2253,1539,2253
1032_#1.jpg _P1,125,79,1540,83,118,2245,1539,2249
1033_#1.jpg _P1,125,81,1540,86,118,2248,1540,2251
1034_#1.jpg _P1,121,87,1535,89,118,2253,1540,2254
1035_#1.jpg _P1,122,86,1536,88,118,2252,1540,2253
1036_#1.jpg _P1,121,85,1536,86,118,2251,1539,2251
1037_#1.jpg _P1,119,87,1534,89,118,2254,1538,2254
1038_#1.jpg _P1,124,64,1540,69,118,2231,1540,2234
1039_#1.jpg _P1,120,84,1537,86,117,2249,1539,2250
1040_#1.jpg _P1,122,84,1537,85,119,2250,1541,2251
1041_#1.jpg _P1,126,80,1540,85,119,2247,1540,2251
1042_#1.jpg _P1,122,81,1538,85,118,2248,1538,2250
1043_#1.jpg _P1,121,81,1537,84,118,2247,1537,2249
1044_#1.jpg _P1,118,88,1534,89,118,2254,1538,2254
1045_#1.jpg _P1,120,85,1536,87,118,2251,1538,2252
1046_#1.jpg _P1,119,78,1535,79,117,2244,1537,2245
1047_#1.jpg _P1,118,88,1534,89,118,2255,1539,2255
1048_#1.jpg _P1,125,81,1540,84,119,2247,1540,2250
1049_#1.jpg _P1,122,85,1536,86,119,2252,1540,2252
1050_#1.jpg _P1,126,82,1540,85,119,2248,1541,2251
1051_#1.jpg _P1,126,80,1540,84,118,2246,1540,2250
1052_#1.jpg _P1,124,81,1540,85,119,2247,1540,2250
1053_#1.jpg _P1,120,85,1536,85,119,2251,1539,2252
1054_#1.jpg _P1,123,81,1539,84,119,2247,1540,2249
1055_#1.jpg _P1,122,82,1537,85,118,2249,1539,2251
1056_#1.jpg _P1,120,86,1536,87,119,2252,1539,2253
1057_#1.jpg _P1,119,86,1536,87,118,2252,1540,2252
1058_#1.jpg _P1,124,82,1540,85,119,2249,1541,2251
1059_#1.jpg _P1,125,81,1540,85,119,2247,1541,2250
1060_#1.jpg _P1,124,82,1538,85,118,2248,1540,2250
1061_#1.jpg _P1,126,81,1540,85,119,2247,1541,2250
1062_#1.jpg _P1,120,85,1535,87,118,2252,1539,2252
1063_#1.jpg _P1,121,86,1536,88,118,2252,1539,2253
1064_#1.jpg _P1,119,83,1535,84,119,2249,1539,2250
1065_#1.jpg _P1,123,82,1537,86,118,2247,1539,2250
1066_#1.jpg _P1,124,82,1540,86,119,2248,1541,2251
1067_#1.jpg _P1,124,82,1539,86,118,2248,1540,2251
1068_#1.jpg _P1,126,80,1541,85,118,2245,1540,2249
1069_#1.jpg _P1,124,81,1539,85,118,2246,1539,2250
1070_#1.jpg _P1,121,85,1537,88,119,2251,1539,2253
1071_#1.jpg _P1,121,82,1537,85,118,2247,1537,2251
1072_#1.jpg _P1,118,83,1534,83,120,2249,1541,2247
1073_#1.jpg _P1,119,87,1535,88,118,2252,1539,2254
1074_#1.jpg _P1,120,86,1537,87,118,2252,1540,2253
1075_#1.jpg _P1,124,73,1540,78,118,2240,1538,2243
1076_#1.jpg _P1,119,85,1535,87,118,2251,1538,2252
1077_#1.jpg _P1,122,82,1537,85,118,2247,1538,2250
1078_#1.jpg _P1,120,85,1535,87,119,2251,1538,2252
1079_#1.jpg _P1,122,84,1537,87,118,2250,1538,2253
1080_#1.jpg _P1,122,87,1537,88,118,2253,1540,2254
1081_#1.jpg _P1,121,87,1536,89,117,2253,1538,2254
1082_#1.jpg _P1,127,81,1541,86,119,2247,1541,2251
1083_#1.jpg _P1,123,86,1536,88,118,2252,1540,2253
1084_#1.jpg _P1,124,82,1539,86,119,2248,1540,2251
1085_#1.jpg _P1,121,83,1536,85,118,2249,1539,2251
1086_#1.jpg _P1,119,84,1535,86,117,2250,1537,2252
1087_#1.jpg _P1,119,84,1535,84,121,2249,1541,2249
1088_#1.jpg _P1,118,87,1534,88,118,2253,1538,2253
1089_#1.jpg _P1,121,82,1536,85,118,2247,1538,2250
1090_#1.jpg _P1,124,79,1539,83,118,2245,1538,2249
1091_#1.jpg _P1,119,87,1534,88,119,2253,1540,2254
1092_#1.jpg _P1,123,77,1539,80,118,2244,1539,2246
1093_#1.jpg _P1,122,84,1537,86,119,2250,1539,2251
1094_#1.jpg _P1,123,81,1539,84,118,2246,1540,2249
1095_#1.jpg _P1,124,82,1539,86,119,2249,1542,2250
1096_#1.jpg _P1,122,83,1537,86,117,2249,1539,2251
1097_#1.jpg _P1,120,86,1534,87,118,2253,1540,2252
1098_#1.jpg _P1,121,83,1536,86,117,2250,1539,2252
1099_#1.jpg _P1,122,85,1537,87,119,2250,1540,2251
1100_#1.jpg _P1,119,78,1534,76,123,2245,1544,2242
1101_#1.jpg _P1,120,85,1535,87,118,2251,1538,2253
1102_#1.jpg _P1,120,83,1535,86,118,2249,1538,2250
1103_#1.jpg _P1,120,83,1535,85,118,2248,1538,2250
1104_#1.jpg _P1,124,71,1540,75,118,2236,1540,2240
1105_#1.jpg _P1,121,85,1536,86,119,2251,1541,2252
1106_#1.jpg _P1,125,81,1540,85,119,2248,1541,2250
1107_#1.jpg _P1,127,80,1542,84,119,2245,1542,2249
1108_#1.jpg _P1,121,74,1537,75,119,2240,1541,2240
1109_#1.jpg _P1,125,81,1539,85,119,2247,1541,2249
1110_#1.jpg _P1,124,83,1539,86,119,2249,1541,2251
1111_#1.jpg _P1,124,81,1539,85,118,2246,1539,2249
1112_#1.jpg _P1,128,78,1544,83,120,2244,1541,2248
1113_#1.jpg _P1,120,85,1536,87,118,2251,1538,2252
1114_#1.jpg _P1,119,85,1535,87,118,2251,1538,2251
1115_#1.jpg _P1,121,81,1536,83,118,2247,1537,2248
1116_#1.jpg _P1,122,73,1537,77,118,2239,1538,2242
1117_#1.jpg _P1,120,86,1536,86,119,2252,1539,2252
1118_#1.jpg _P1,123,84,1538,86,119,2249,1540,2252
1119_#1.jpg _P1,123,80,1538,84,117,2246,1539,2249
1120_#1.jpg _P1,127,80,1541,84,119,2245,1541,2250
1121_#1.jpg _P1,124,84,1538,87,119,2250,1540,2253
1122_#1.jpg _P1,122,85,1537,88,118,2251,1539,2253
1123_#1.jpg _P1,123,80,1538,83,119,2245,1539,2248
1124_#1.jpg _P1,123,81,1538,85,118,2247,1538,2250
1125_#1.jpg _P1,122,83,1537,86,117,2248,1537,2252
1126_#1.jpg _P1,119,86,1534,87,118,2252,1538,2252
1127_#1.jpg _P1,119,86,1535,87,118,2251,1539,2252
1128_#1.jpg _P1,122,85,1539,88,118,2250,1542,2253
1129_#1.jpg _P1,119,86,1535,87,118,2251,1539,2252
1130_#1.jpg _P1,122,83,1538,85,118,2248,1540,2251
1131_#1.jpg _P1,123,82,1538,85,118,2248,1540,2251
1132_#1.jpg _P1,119,86,1535,86,118,2251,1539,2252
1133_#1.jpg _P1,120,86,1536,87,119,2252,1541,2252
1134_#1.jpg _P1,124,83,1539,86,118,2249,1540,2251
1135_#1.jpg _P1,122,86,1538,88,119,2252,1541,2253
1136_#1.jpg _P1,126,82,1542,86,119,2248,1541,2250
1137_#1.jpg _P1,121.8575,84.84657,1537,88,118,2250,1539,2251
1138_#1.jpg _P1,123,82,1539,86,118,2249,1539,2251
1139_#1.jpg _P1,121,87,1537,90,118,2253,1540,2254
1140_#1.jpg _P1,121,87,1537,89,119,2253,1540,2254
1141_#1.jpg _P1,124,82,1539,86,119,2248,1541,2251
1142_#1.jpg _P1,124,83,1539,87,118,2249,1541,2252
1143_#1.jpg _P1,121,87,1535,88,118,2252,1540,2253
1144_#1.jpg _P1,125,81,1540,85,118,2246,1540,2250
1145_#1.jpg _P1,129,76,1545,83,119,2242,1542,2248
1146_#1.jpg _P1,124,85,1538,88,119,2251,1541,2252
1147_#1.jpg _P1,124,84,1539,87,119,2249,1542,2251
1148_#1.jpg _P1,125,82,1539,86,118,2247,1541,2251
1149_#1.jpg _P1,124,83,1538,86,118,2249,1541,2251
1150_#1.jpg _P1,123,84,1538,87,119,2249,1541,2251
1151_#1.jpg _P1,121,83,1536,86,117,2249,1539,2251
1152_#1.jpg _P1,122,87,1537,88,119,2252,1540,2253
1153_#1.jpg _P1,124,82,1538,85,118,2247,1539,2249
1154_#1.jpg _P1,121,83,1537,86,118,2249,1538,2251
1155_#1.jpg _P1,119,85,1535,87,118,2251,1538,2252
1156_#1.jpg _P1,120,86,1536,87,118,2251,1539,2252
1157_#1.jpg _P1,119,86,1536,88,118,2251,1539,2252
1158_#1.jpg _P1,121,87,1537,89,118,2252,1540,2254
1159_#1.jpg _P1,122,85,1537,87,118,2251,1540,2253
1160_#1.jpg _P1,121,86,1536,88,118,2251,1540,2253
1161_#1.jpg _P1,123,85,1537,88,119,2251,1541,2253
1162_#1.jpg _P1,125,82,1539,86,119,2248,1541,2251
1163_#1.jpg _P1,127,82,1541,86,119,2247,1541,2251
1164_#1.jpg _P1,127,82,1541,86,120,2247,1541,2251
1165_#1.jpg _P1,120,87,1536,88,118,2252,1540,2253
1166_#1.jpg _P1,122,83,1537,86,119,2249,1539,2251
1167_#1.jpg _P1,121,85,1537,87,120,2252,1540,2253
1168_#1.jpg _P1,120,85,1536,86,119,2251,1539,2251
1169_#1.jpg _P1,120,86,1536,88,119,2252,1540,2252
1170_#1.jpg _P1,120,86,1536,87,119,2251,1540,2252
1171_#1.jpg _P1,123,86,1539,89,119,2252,1540,2254
1172_#1.jpg _P1,121,85,1537,86,119,2251,1540,2252
1173_#1.jpg _P1,121,85,1536,87,119,2250,1539,2252
1174_#1.jpg _P1,125,83,1540,86,119,2248,1541,2251
1175_#1.jpg _P1,125,82,1541,86,119,2248,1540,2251
1176_#1.jpg _P1,120,85,1536,86,119,2251,1540,2252
1177_#1.jpg _P1,123,81,1539,84,119,2246,1539,2249
1178_#1.jpg _P1,123,85,1538,87,119,2251,1541,2252
1179_#1.jpg _P1,122,85,1538,87,119,2251,1541,2253
1180_#1.jpg _P1,123,86,1538,89,118,2252,1540,2255
1181_#1.jpg _P1,125,85,1539,88,119,2251,1541,2254
1182_#1.jpg _P1,122,86,1536,87,118,2252,1541,2253
1183_#1.jpg _P1,122,85,1536,87,119,2251,1540,2252
1184_#1.jpg _P1,123,86,1538,88,119,2252,1540,2253
1185_#1.jpg _P1,121,86,1536,87,119,2252,1540,2253
1186_#1.jpg _P1,121,86,1537,87,119,2251,1539,2253
1187_#1.jpg _P1,122,84,1537,86,119,2251,1540,2252
1188_#1.jpg _P1,122,85,1537,87,119,2251,1540,2253
1189_#1.jpg _P1,121,86,1537,87,119,2252,1539,2253
1190_#1.jpg _P1,121,86,1536,87,120,2251,1540,2252
1191_#1.jpg _P1,122,84,1538,86,118,2249,1539,2251
1192_#1.jpg _P1,121,84,1536,86,118,2250,1539,2252
1193_#1.jpg _P1,122,86,1537,88,118,2251,1540,2253
1194_#1.jpg _P1,122,87,1536,89,119,2252,1540,2254
1195_#1.jpg _P1,125,84,1539,87,119,2250,1541,2253
1196_#1.jpg _P1,125,86,1540,89,118,2252,1542,2255
1197_#1.jpg _P1,121,86,1535,87,117.8904,2251.068,1540,2252
1198_#1.jpg _P1,122,83,1536,85,119,2249,1540,2251
1199_#1.jpg _P1,121,85,1536,87,119,2251,1539,2252
1200_#1.jpg _P1,122,84,1537,87,119,2250,1539,2252
1201_#1.jpg _P1,122,83,1539,86,119,2248,1539,2251
1202_#1.jpg _P1,119,86,1535,87,118,2252,1538,2252
1203_#1.jpg _P1,120,84,1535,86,118,2251,1538,2252
1204_#1.jpg _P1,120,85,1536,87,118,2252,1539,2252
1205_#1.jpg _P1,121,85,1537,87,118,2251,1539,2252
1206_#1.jpg _P1,120,84,1536,85,118,2250,1538,2251
1207_#1.jpg _P1,121,85,1535,86,119,2251,1541,2252
1208_#1.jpg _P1,120,85,1537,86,119,2251,1542,2251
1209_#1.jpg _P1,123,85,1539,87,119,2252,1542,2253
1210_#1.jpg _P1,122,81,1538,83,119,2248,1540,2249
1211_#1.jpg _P1,123,84,1538,86,119,2250,1541,2252
1212_#1.jpg _P1,123,85,1538,86,119,2251,1542,2252
1213_#1.jpg _P1,124,84,1539,86,119,2250,1541,2252
1214_#1.jpg _P1,122,85,1538,86,119,2251,1541,2252
1215_#1.jpg _P1,126,81,1540,85,119,2247,1541,2250
1216_#1.jpg _P1,124,84,1538,86,119,2250,1540,2252
1217_#1.jpg _P1,120,84,1536,86,119,2250,1539,2251
1218_#1.jpg _P1,120,85,1536,87,118,2251,1539,2252
1219_#1.jpg _P1,120,85,1537,87,118,2251,1538,2253
1220_#1.jpg _P1,121,86,1537,87,119,2251,1539,2252
1221_#1.jpg _P1,120,87,1536,88,119,2253,1540,2254
1222_#1.jpg _P1,121,82,1538,84,118,2248,1539,2250
1223_#1.jpg _P1,119,85,1536,85,118,2251,1540,2251
1224_#1.jpg _P1,121,82,1538,84,118,2247,1540,2249
1225_#1.jpg _P1,123,85,1538,87,119,2251,1541,2252
1226_#1.jpg _P1,127,81,1542,86,119,2247,1542,2251
1227_#1.jpg _P1,125,82,1539,84,119,2248,1541,2251
1228_#1.jpg _P1,126,82,1540,85,119,2247,1541,2251
1229_#1.jpg _P1,124,83,1539,85,119,2249,1540,2252
1230_#1.jpg _P1,121,86,1536,87,119,2251,1539,2253
1231_#1.jpg _P1,122,84,1539,86,120,2250,1541,2251
1232_#1.jpg _P1,122,87,1545.232,87.56976,121,2257,1542,2256
1233_#1.jpg _P1,121,87,1546,86,121,2256,1544,2255
1234_#1.jpg _P1,121,86,1543,87,119,2256,1540,2255
1235_#1.jpg _P1,121,86,1548,87,119,2256,1546,2255
1236_#1.jpg _P1,122,86,1550,86,120,2256,1547,2254
1237_#1.jpg _P1,121,86,1549,86,119,2256,1545,2255
1238_#1.jpg _P1,122,86,1550,86,121,2255,1547,2254
1239_#1.jpg _P1,121,85,1548,85,119,2255,1545,2253
1240_#1.jpg _P1,122,87,1549,87,120,2256,1546,2255
1241_#1.jpg _P1,121,85,1548,85,119,2256,1546,2254
1242_#1.jpg _P1,122,86,1550,86,119,2255,1546,2255
1243_#1.jpg _P1,121,85,1548,85,119,2255,1545,2254
1244_#1.jpg _P1,121,86,1548,86,120,2255,1546,2253
1245_#1.jpg _P1,121,86,1549,87,119,2256,1544,2255
1246_#1.jpg _P1,123,86,1551,87,120,2256,1546,2256
1247_#1.jpg _P1,121,86,1548,86,119,2255,1544,2254
1248_#1.jpg _P1,122,86,1549,87,119,2255,1544,2255
1249_#1.jpg _P1,122,86,1551,85,122,2254,1547,2253
1250_#1.jpg _P1,122,87,1549,88,120,2256,1545,2256
1251_#1.jpg _P1,122,86,1549,86,121,2254,1546,2253
1252_#1.jpg _P1,121,86,1549,86,119,2255,1545,2254
1253_#1.jpg _P1,121,86,1549,86,121,2255,1545,2253
1254_#1.jpg _P1,122,86,1550,86,121,2256,1547,2254
1255_#1.jpg _P1,121,86,1548,86,121,2256,1546,2254
1256_#1.jpg _P1,121,87,1549,87,120,2256,1546,2255
1257_#1.jpg _P1,122,85,1549,86,118,2254,1545,2254
1258_#1.jpg _P1,123,85,1550,87,119,2255,1546,2255
1259_#1.jpg _P1,122,87,1549,87,120,2255,1546,2255
1260_#1.jpg _P1,122,87,1549,87,119,2256,1545,2255
1261_#1.jpg _P1,122,86,1549,85,121,2255,1547,2254
